title,number,page_id,namespace,size_bytes,last_change,item,total_views
Uganda Senior Command and Staff College,330,25639464,(Article),8832,2025-01-15T12:53:28Z,Q7877631,1086
Uganda Specialized Nursing University,767,60946623,(Article),3523,2021-10-07T00:29:09Z,Q65043493,206
Uganda Technology and Management University,554,43275399,(Article),7458,2025-07-22T15:11:57Z,Q18394920,1478
Uganda Technology and Management University,732,58660100,Category,217,2022-09-27T06:47:19Z,Q60953524,1478
Uganda Virus Research Institute,37,2046185,(Article),15574,2025-02-05T14:43:11Z,Q7877634,1759
Uganda Wildlife Conservation Education Centre,854,71027985,(Article),4878,2025-04-24T05:52:52Z,Q112078133,1215
Uganda-geo-stub,31,1841128,Template,230,2024-08-13T23:31:45Z,Q11165027,NA
Uganda-river-stub,601,49543774,Template,254,2016-03-13T13:31:28Z,Q25157746,NA
Ugandan people by region,386,27958430,Category,669,2025-07-24T17:38:41Z,Q8722883,NA
Ugandan urban planners,699,55749932,Category,209,2022-12-14T11:19:40Z,Q49796300,NA
United Bank for Africa Uganda Limited,331,25649595,(Article),9812,2025-04-30T14:43:05Z,Q7887506,2345
University of the Sacred Heart Gulu,701,55993236,(Article),5229,2025-02-08T11:51:06Z,Q48741701,504
URA House,644,51861539,(Article),6670,2024-05-06T07:52:58Z,Q28223324,1095
Urban planning in Uganda,702,56056529,Category,158,2018-12-31T22:06:04Z,Q49651977,NA
Victoria Basin forest–savanna mosaic,774,62013446,Category,475,2021-11-05T06:47:36Z,Q86808017,3058
Victoria Basin forest–savanna mosaic,773,62003988,(Article),10996,2025-06-20T11:16:41Z,Q5558471,3058
Victoria University Uganda,463,32087088,(Article),12322,2025-05-26T15:14:50Z,Q16902646,5696
Virunga Mountains,15,986953,Category,296,2016-12-25T03:34:08Z,Q8196800,30039
Virunga Mountains,8,515572,(Article),4562,2025-05-31T19:58:33Z,Q751607,30039
Virunga National Park,17,1008740,(Article),48950,2025-05-11T05:12:01Z,Q223589,39947
Volcanoes National Park,10,693237,(Article),9552,2025-05-25T15:38:40Z,Q932736,20780
Volcanoes of Uganda,16,989681,Category,166,2019-01-25T14:17:34Z,Q6523674,NA
Wairaka,765,60826235,(Article),6692,2020-08-10T00:50:25Z,Q65072528,220
Wakiso District,181,22720718,Category,135,2024-11-08T21:12:41Z,Q8172507,21621
Wamala Tombs,941,76043423,(Article),1345,2024-04-25T10:31:09Z,Q121501039,217
Wambabya Central Forest Reserve,869,73804670,(Article),12458,2025-01-23T07:54:06Z,Q118382781,227
Waterfalls of Uganda,28,1652933,Category,220,2016-12-24T21:36:57Z,Q9092466,NA
West Nile sub-region,508,36766049,Category,35,2012-09-11T14:08:24Z,Q8912601,16555
West Nile sub-region,58,3157771,(Article),3966,2024-11-18T02:40:19Z,Q4261446,16555
"Western Region, Uganda",310,25370326,(Article),7243,2025-05-08T20:54:04Z,Q2559188,15667
"Western Region, Uganda",138,15833568,Category,158,2018-03-29T18:49:41Z,Q8133951,15667
Wetlands of Uganda,519,39163650,Category,229,2024-07-21T08:55:17Z,Q13303822,NA
"White House, Uganda",943,76629556,(Article),6064,2025-06-16T10:34:27Z,Q131302949,420
Wikipedia categories named after populated places in Uganda,630,51193604,Category,212,2025-02-14T10:33:57Z,Q28460972,NA
Wildlife sanctuaries of Uganda,536,41103473,Category,183,2020-12-18T18:06:08Z,Q15379327,NA
Women's Hospital International and Fertility Centre,612,50551239,(Article),7068,2025-05-29T15:16:34Z,Q24185308,974
World Heritage Sites in Uganda,73,4665142,Category,262,2020-08-10T06:47:07Z,Q7319800,NA
Yumbe District,214,22796715,Category,98,2024-11-08T21:39:11Z,Q7803458,6033
"Zana, Uganda",737,59232771,(Article),9661,2025-03-08T02:50:45Z,Q60760544,1384
Zika Forest,596,48915578,(Article),6511,2025-05-25T03:25:17Z,Q22138769,2798
Zirimiti Forest Reserve,951,77152517,(Article),4935,2025-06-21T12:58:44Z,Q126639659,121
Ziwa Rhino Sanctuary,332,25657789,(Article),8016,2025-07-09T15:35:23Z,Q4024590,5012
Zoka Forest,647,52245941,(Article),6963,2024-10-22T15:30:24Z,Q28231896,437
Zombo District,423,30212383,Category,32,2011-03-01T09:44:38Z,Q8959401,3486
