qitem,label,en_title,sitelink_count,views,priority,type_labels,num_strategies,strategies
Q49464616,Paloga Sub-County,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49464633,Panyango,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49464654,Pawach Parish,,1,0,38.8,parish of Uganda,1,country_wd
Q49465108,Rhino Camp,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49465181,Rubaya,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49465185,Rugando,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49465186,Rugyeyo Sub-County,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49465187,Ruhaama Sub-County,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49465189,Rumogi Sub-County,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49465191,Rupa,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49465194,Rwemikoma Sub-County,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49466007,Sanga,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49466370,Tapac,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49466684,Wadelai,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49466691,Wanale Sub-county,,1,0,38.8,sub-county of Uganda,1,country_wd
Q49509094,Kabalega Falls National Park,,1,0,38.8,park,1,country_wd
Q49540565,Ezekiel Muhanguzi,Ezekiel Muhanguzi,1,0,38.8,human,1,citizenship_wd
Q4957775,Salome Kabengano,,1,0,38.8,human,1,citizenship_wd
Q49598908,Narongole Plain,,1,0,38.8,plain,1,country_wd
Q49627751,Isimba Hydropower Project,,1,0,38.8,,1,country_wd
Q49656266,Makusu Island,,1,0,38.8,island,1,country_wd
Q49741881,Amar,,1,0,38.8,hot spring,1,country_wd
Q49743486,Lopederu,,1,0,38.8,,1,country_wd
Q4986092,Bugabula,Bugabula,1,0,38.8,,1,country_wd
Q4986119,Bugala Power Station,Bugala Thermal Power Station,1,0,38.8,thermal power station,1,country_wd
Q4986229,Bugoloobi,Bugolobi,1,0,38.8,neighborhood,2,country_wd|keyword_title
Q4986282,Bugweri kingdom,Bugweri kingdom,1,0,38.8,,1,country_wd
Q4986697,Buima,Buima,1,0,38.8,chiefdom,1,country_wd
Q4987000,Bukono kingdom,Bukono kingdom,1,0,38.8,,1,country_wd
Q4987001,Bukooli kingdom,Bukooli Chiefdom,1,0,38.8,,1,country_wd
Q4987158,Bukwanga Kiki,Bukwanga Kiki,1,0,38.8,,1,country_wd
Q4987204,Bulamogi,Bulamogi,1,0,38.8,,1,country_wd
Q4996445,Bulingugwe Island,Bulingugwe Island,1,0,38.8,island,1,country_wd
Q4997973,Bunyaruguru,Bunyaruguru,1,0,38.8,,1,country_wd
Q4997983,Bunyole,Bunyole,1,0,38.8,,1,country_wd
Q4997984,Bunyoro sub-region,Bunyoro sub-region,1,0,38.8,sub-region of Uganda,2,country_wd|keyword_title
Q5001642,Busiki,Busiki,1,0,38.8,chiefdom,1,country_wd
Q5002004,Busoga College,Busoga College,1,0,38.8,boarding school,2,country_wd|keyword_title
Q5002005,Busoga sub-region,Busoga sub-region,1,0,38.8,sub-region of Uganda,2,country_wd|keyword_title
Q5002334,Butabika,Butabika,1,0,38.8,human settlement,1,country_wd
Q5002496,Butembe,Butembe,1,0,38.8,,1,country_wd
Q5003685,Bwindi Community Hospital,Bwindi Community Hospital,1,0,38.8,hospital,1,country_wd
Q5013933,CRO FC,CRO FC,1,0,38.8,association football club,1,country_wd
Q5035614,Capital Markets Authority,Capital Markets Authority of Uganda,1,0,38.8,government agency,3,country_wd|keyword_title|part_of_wd
Q50701530,Samantha Nassolo,,1,0,38.8,human,1,birth_death_wd
Q5097098,Chiefdom of Bunya,Chiefdom of Bunya,1,0,38.8,,1,country_wd
Q51079104,National Environment Management Authority of Uganda,National Environment Management Authority,1,0,38.8,government agency,1,country_wd
Q5124427,Civil Aviation Authority of Uganda,Uganda Civil Aviation Authority,1,0,38.8,"government agency, air navigation service provider",2,country_wd|keyword_title
Q5152465,Commercial Bank of Africa,Commercial Bank of Africa (Uganda),1,0,38.8,business,2,country_wd|keyword_title
Q5153428,Common Man's Charter,Common Man's Charter,1,0,38.8,,2,country_wd|keyword_title
Q51683036,Wabigalo–Nakasongola–Sasira Road,Wabigalo–Nakasongola–Sasira Road,1,0,38.8,road,1,country_wd
Q51685571,Patric Ronnie,,1,0,38.8,human,1,citizenship_wd
Q5181995,Crane Bank,Crane Bank,1,0,38.8,business,1,country_wd
Q51879359,Melvin Kakooza,,1,0,38.8,human,1,birth_death_wd
Q5204903,DFCU House,DFCU House,1,0,38.8,built structure,1,country_wd
Q52340448,Joy Tukahirwa,,1,0,38.8,human,1,citizenship_wd
Q5270937,Diamond Trust Bank (Uganda) Limited,Diamond Trust Bank (Uganda),1,0,38.8,business,2,country_wd|keyword_title
Q5326819,Early history of Uganda,Early history of Uganda,1,0,38.8,historical period,2,country_wd|keyword_title
Q5327647,East African Airlines,,1,0,38.8,airline,1,country_wd
Q5338321,Ediofe Hills FC,Ediofe Hills FC,1,0,38.8,association football club,1,country_wd
Q5380121,Entebbe-Kampala Highway,Entebbe–Kampala Expressway,1,0,38.8,road,2,country_wd|keyword_title
Q5393119,Ernest Gerald Gibbins,Ernest Gibbins,1,0,38.8,human,1,birth_death_wd
Q5445205,Feroz Abbasi,Feroz Abbasi,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q5471866,Fort Portal Hospital,Fort Portal Hospital,1,0,38.8,hospital,1,country_wd
Q54805373,Ronnie Iloya,,1,0,38.8,human,1,citizenship_wd
Q55063291,Achi,,1,0,38.8,human,1,citizenship_wd
Q55074874,Restoration Gateway Hospital,Restoration Gateway Hospital,1,0,38.8,hospital,1,country_wd
Q55075072,Mbarara Regional Cancer Centre,Mbarara Regional Cancer Centre,1,0,38.8,built structure,1,country_wd
Q55075074,Arua Regional Cancer Centre,Arua Regional Cancer Centre,1,0,38.8,built structure,1,country_wd
Q55075130,Uganda Microfinance Regulatory Authority,Uganda Microfinance Regulatory Authority,1,0,38.8,government agency,2,country_wd|keyword_title
Q55142254,geology of Uganda,Geology of Uganda,1,0,38.8,,2,country_wd|keyword_title
Q5528732,Gayaza-Ziroobwe Road,Gayaza–Ziroobwe Road,1,0,38.8,road,1,country_wd
Q55357001,Don Nabasa,Don Nabasa,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q55391880,2018 Uganda Cup,2018 Uganda Cup,1,0,38.8,sports season,2,country_wd|keyword_title
Q55391881,2017 Uganda Cup,2017 Uganda Cup,1,0,38.8,sports season,2,country_wd|keyword_title
Q55392271,City House Jinja,City House Jinja,1,0,38.8,building,1,country_wd
Q55394577,Moroto Ateker Cement Company Limited,Moroto Ateker Cement Company Limited,1,0,38.8,company,1,country_wd
Q55528297,Acholi,,1,0,38.8,tribal area,1,country_wd
Q55528389,Acwa Lolim Game Reserve,,1,0,38.8,,1,country_wd
Q55530611,Ajai Game Reserve,,1,0,38.8,,1,country_wd
Q55576870,Bugungu Hippopotamus and Elephant Sanctuary,,1,0,38.8,,1,country_wd
Q55603106,Abryanz Style and Fashion Awards 2016,Abryanz Style and Fashion Awards 2016,1,0,38.8,award ceremony,1,country_wd
Q55604326,Asset allocation among commercial banks in Uganda,Asset allocation among commercial banks in Uganda,1,0,38.8,,1,country_wd
Q55614362,Imvepi Refugee Settlement,Imvepi Refugee Settlement,1,0,38.8,"human settlement, refugee camp",1,country_wd
Q55614400,Independence Day,Independence Day (Uganda),1,0,38.8,public holiday,2,country_wd|keyword_title
Q55614506,Insurance Towers,Insurance Towers,1,0,38.8,building,1,country_wd
Q55614546,International Specialized Hospital of Uganda,International Specialized Hospital of Uganda,1,0,38.8,hospital,2,country_wd|keyword_title
Q55615979,Kijabijo,Kijabijo,1,0,38.8,human settlement,1,country_wd
Q55624895,Ndejje University FC,Ndejje University FC,1,0,38.8,association football club,1,country_wd
Q55627163,Nyumanzi Refugee Settlement,Nyumanzi Refugee Settlement,1,0,38.8,human settlement,1,country_wd
Q55627374,Oil companies in Uganda,Oil companies in Uganda,1,0,38.8,Wikimedia list article,2,country_wd|keyword_title
Q55628478,Palorinya Refugee Settlement,Palorinya Refugee Settlement,1,0,38.8,"human settlement, refugee camp",1,country_wd
Q55630465,Prime minister of Rwenzururu,Prime Minister of Rwenzururu,1,0,38.8,position,1,country_wd
Q55636455,Uganda Relationships Commission,Uganda Relationships Commission,1,0,38.8,,2,country_wd|keyword_title
Q55636456,Uganda men's national lacrosse team,Uganda men's national lacrosse team,1,0,38.8,national sports team,2,country_wd|keyword_title
Q55641551,Reach A Hand Uganda,Reach a Hand Uganda,1,0,38.8,nonprofit organization,2,country_wd|keyword_title
Q55642404,Top Finance Bank Uganda Limited,Salaam Bank Uganda,1,0,38.8,,2,country_wd|keyword_title
Q55642462,Uganda People's Defence Force Land forces,Uganda People's Defence Force Land forces,1,0,38.8,,1,country_wd
Q55655150,Burkina Faso–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q5570701,Global Trust Bank,Global Trust Bank (Uganda),1,0,38.8,business,2,country_wd|keyword_title
Q55887086,Kampala–Gulu Highway,Kampala–Gulu Highway,1,0,38.8,road,2,country_wd|keyword_title
Q55887869,Thobani Centre,Thobani Centre,1,0,38.8,building,1,country_wd
Q55888356,Uganda National Medical Stores,Uganda National Medical Stores,1,0,38.8,,2,country_wd|keyword_title
Q56064396,Archbishop Janani Luwum Day,Archbishop Janani Luwum Day,1,0,38.8,public holiday,1,country_wd
Q56065559,Leah Kagasa,Leah Kagasa,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q5617904,Gulu-Nimule Road,Gulu–Nimule Road,1,0,38.8,road,1,country_wd
Q56276041,Lwensinga,Lwensinga,1,0,38.8,human settlement,1,country_wd
Q56276212,Bishop Ceaser Asili Memorial Hospital,Bishop Ceaser Asili Memorial Hospital,1,0,38.8,hospital,1,country_wd
Q56276494,Buhimba–Nalweyo–Kakindu–Bulamagi Road,Buhimba–Nalweyo–Kakindu–Bulamagi Road,1,0,38.8,road,1,country_wd
Q56276625,Bulamagi–Igayaza–Kakumiro Road,Bulamagi–Igayaza–Kakumiro Road,1,0,38.8,road,1,country_wd
Q56276791,Tanzania–Uganda Natural Gas Pipeline,Tanzania–Uganda Natural Gas Pipeline,1,0,38.8,built structure,2,country_wd|keyword_title
Q56277932,Robert Ssentongo,Robert Ssentongo (surgeon),1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q56278464,Busitema Solar Power Station,Busitema Solar Power Station,1,0,38.8,photovoltaic power station,1,country_wd
Q56280402,Uganda Medical Association,Uganda Medical Association,1,0,38.8,"organization, medical association",2,country_wd|keyword_title
Q56280529,Chief of Defence Force,Chief of Defence Forces (Uganda),1,0,38.8,position,2,country_wd|keyword_title
Q56437663,Aruya,,1,0,38.8,stream,1,country_wd
Q56437664,Aruya,,1,0,38.8,,1,country_wd
Q56437666,Aruya,,1,0,38.8,,1,country_wd
Q56437961,Ateng,,1,0,38.8,,1,country_wd
Q56489384,Patrice Njojo,Patrice Njojo,1,0,38.8,human,1,birth_death_wd
Q56544217,Dufile Animal Sanctuary,,1,0,38.8,wildlife park,1,country_wd
Q56544742,Dure,,1,0,38.8,,1,country_wd
Q56590829,Elephant Nature Park,,1,0,38.8,,1,country_wd
Q56605107,National Theatre,,1,0,38.8,"theatre building, movie theater",1,country_wd
Q56605115,Nommo Gallery,,1,0,38.8,art museum,1,country_wd
Q56628196,Wikimedia Community User Group Uganda,,1,0,38.8,Wikimedia user group,1,country_wd
Q56629194,aircraft in Ugandan service,,1,0,38.8,aircraft fleet,1,country_wd
Q56647930,aircraft in Ugandan military service,,1,0,38.8,aircraft fleet,1,country_wd
Q56811167,Thorold Masefield,Thorold Masefield,1,0,38.8,human,1,birth_death_wd
Q56823052,2018 African Tchoukball Championships,,1,0,38.8,sports season,1,country_wd
Q57312681,Uganda at the 2018 African Championships in Athletics,,1,0,38.8,nation at sport competition,1,country_wd
Q57332707,Grace Ndagire,,1,0,38.8,human,1,citizenship_wd
Q5877791,Hoima Hospital,Hoima Hospital,1,0,38.8,hospital,1,country_wd
Q5916124,,Housing Finance Bank,1,0,38.8,business,1,country_wd
Q59290367,British High Commission Kampala,"High Commission of the United Kingdom, Kampala",1,0,38.8,high commission,3,country_wd|keyword_title|part_of_wd
Q59291689,"Embassy of Germany, Kampala",,1,0,38.8,embassy,2,country_wd|part_of_wd
Q5945844,Arne Lemberg,,1,0,38.8,human,1,birth_death_wd
Q5998719,Joseph Muweke,,1,0,38.8,human,1,birth_death_wd
Q6006634,Imperial Hotels Group,Imperial Hotels Group,1,0,38.8,business,1,country_wd
Q6018651,Index of Uganda-related articles,,1,0,38.8,Wikimedia list article,1,country_wd
Q60193442,Opuyo–Moroto High Voltage Power Line,Opuyo–Moroto High Voltage Power Line,1,0,38.8,overhead power line,1,country_wd
Q60455140,Stephen Twinoburyo,Stephen Twinoburyo,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q6050002,International Criminal Court investigation in Uganda,International Criminal Court investigation in Uganda,1,0,38.8,,2,country_wd|keyword_title
Q6051972,International Medical Group,International Medical Group (Uganda),1,0,38.8,business,2,country_wd|keyword_title
Q60524458,Battle of Tororo,Battle of Tororo,1,0,38.8,battle,1,country_wd
Q60586297,Narendra Nathwani,Narendra Nathwani,1,0,38.8,human,1,birth_death_wd
Q60617085,Churchill Lukwiya Onen,Churchill Lukwiya Onen,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q60651142,1985 in Uganda,,1,0,38.8,events in a specific year or time period,1,country_wd
Q60676048,John Boscoe Waigo,John Boscoe Waigo,1,0,38.8,human,1,citizenship_wd
Q60676087,Kasmiro Omona,Kasmiro Omona,1,0,38.8,human,1,citizenship_wd
Q60676661,Abdul Tebazalwa,Abdul Tebazalwa,1,0,38.8,human,1,citizenship_wd
Q60744436,Student movements in Uganda,Student movements in Uganda,1,0,38.8,,2,country_wd|keyword_title
Q60744887,Kigorobya,Kigorobya,1,0,38.8,human settlement,1,country_wd
Q60745286,Biso,"Biso, Uganda",1,0,38.8,human settlement,2,country_wd|keyword_title
Q60746495,Uganda National Examinations Board,Uganda National Examinations Board,1,0,38.8,government agency,2,country_wd|keyword_title
Q60746767,Uganda National Teachers Union,Uganda National Teachers Union,1,0,38.8,government agency,2,country_wd|keyword_title
Q60753937,Kagulu Hill,Kagulu Hill,1,0,38.8,mountain,1,country_wd
Q60756114,"People Power, Our Power","People Power, Our Power",1,0,38.8,"pressure group, political movement",1,country_wd
Q60763482,Hot Pink Catwalk,Hot Pink Catwalk,1,0,38.8,,1,country_wd
Q60772796,Abryanz Style and Fashion Awards 2018,Abryanz Style and Fashion Awards 2018,1,0,38.8,award ceremony,1,country_wd
Q6079935,Ishaka Adventist Hospital,Ishaka Adventist Hospital,1,0,38.8,hospital,1,country_wd
Q60846288,Our Lady of Victory Abbey,,1,0,38.8,Trappist monastery,1,country_wd
Q60960567,Nicholas Okwir,Nicholas Okwir,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q61014536,Nkonge Solar Power Station,Nkonge Solar Power Station,1,0,38.8,photovoltaic power station,1,country_wd
Q61082251,Carolyne Ekyarisiima,,1,0,38.8,human,1,citizenship_wd
Q6110703,Jachan Mandir Omach,Jachan Mandir Omach,1,0,38.8,human,1,citizenship_wd
Q61438585,Kigo,"Kigo, Uganda",1,0,38.8,human settlement,2,country_wd|keyword_title
Q61438898,Nabbingo,Nabbingo,1,0,38.8,human settlement,1,country_wd
Q61439268,Mbale Regional Cancer Centre,Mbale Regional Cancer Centre,1,0,38.8,built structure,1,country_wd
Q61439271,Gulu Regional Cancer Centre,Gulu Regional Cancer Centre,1,0,38.8,built structure,1,country_wd
Q61659745,Kenneth Ocen Obwot,Kenneth Ocen Obwot,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q61896466,Karuma–Juba High Voltage Power Line,Karuma–Juba High Voltage Power Line,1,0,38.8,overhead power line,1,country_wd
Q61932776,Private Sector Foundation Uganda,Private Sector Foundation Uganda,1,0,38.8,organization,2,country_wd|keyword_title
Q61934134,Uganda Association of Women Lawyers,Uganda Association of Women Lawyers (FIDA-U),1,0,38.8,"nonprofit organization, women's organization",2,country_wd|keyword_title
Q62023488,Sanga Island,,1,0,38.8,island,1,country_wd
Q62129062,Ivan Magomu,Ivan Magomu,1,0,38.8,human,1,citizenship_wd
Q62396169,Scovia Ayikoru,,1,0,38.8,human,1,birth_death_wd
Q62481250,Buganda Road Primary School,Buganda Road Primary School,1,0,38.8,primary school,2,country_wd|keyword_title
Q62592153,Chris Mukiza,Chris Mukiza,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q62629775,Peninnah Tukamwesiga,Peninnah Tukamwesiga,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q63022114,Francis Katamba,Francis Katamba,1,0,38.8,human,1,birth_death_wd
Q6309994,Julius Ocwinyo,Julius Ocwinyo,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q63101179,Jim Beesigye Owoyesigire,Jim Beesigye Owoyesigire,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q63197659,Ernest Obitre Gama,Ernest Obitre Gama,1,0,38.8,human,1,citizenship_wd
Q63253690,Ntungwe,,1,0,38.8,river,1,country_wd
Q63346719,Hoima–Kinyara–Kafu High Voltage Power Line,Hoima–Kinyara–Kafu High Voltage Power Line,1,0,38.8,high-voltage power line,1,country_wd
Q6346357,Kagando Hospital,Kagando Hospital,1,0,38.8,hospital,1,country_wd
Q6349473,Kakira Power Station,Kakira Thermal Power Station,1,0,38.8,"combined heat and power station, biomass-fired power station",1,country_wd
Q6350660,Kalapata sub-county,Kalapata sub-county,1,0,38.8,human settlement,1,country_wd
Q6351915,Kaleerwe,Kaleerwe,1,0,38.8,neighborhood,1,country_wd
Q6354247,Kalongo Hospital,Kalongo Hospital,1,0,38.8,hospital,1,country_wd
Q6359095,Kampala Associated Advocates,Kampala Associated Advocates,1,0,38.8,law firm,2,country_wd|keyword_title
Q6359102,Kampala Hill,Kampala Hill,1,0,38.8,neighborhood,2,country_wd|keyword_title
Q6359104,Kampala Hilton Hotel,The Pearl of Africa Hotel Kampala,1,0,38.8,hotel,2,country_wd|keyword_title
Q6359109,Kampala Intercontinental Hotel,Kampala Kingdom Hotel,1,0,38.8,hotel,2,country_wd|keyword_title
Q6359120,Kampala Northern Bypass Highway,Kampala Northern Bypass Highway,1,0,38.8,road,2,country_wd|keyword_title
Q6359840,Kamuli Hospital,Kamuli General Hospital,1,0,38.8,hospital,1,country_wd
Q6359842,Kamuli Mission Hospital,Kamuli Mission Hospital,1,0,38.8,hospital,1,country_wd
Q6359912,Kamwookya,Kamwookya,1,0,38.8,neighborhood,1,country_wd
Q6365673,Kanungu Power Station,Kanungu Hydroelectric Power Station,1,0,38.8,hydroelectric power station,1,country_wd
Q6366536,Kapedo sub-county,Kapedo sub-county,1,0,38.8,human settlement,1,country_wd
Q6370159,Karenga Community Wildlife Management Area,Karenga Community Wildlife Management Area,1,0,38.8,protected area,1,country_wd
Q6370160,Karenga sub-county,Karenga sub-county,1,0,38.8,human settlement,1,country_wd
Q6376620,Kathile sub-county,Kathile sub-county,1,0,38.8,human settlement,1,country_wd
Q6379411,Kawaala,Kawaala,1,0,38.8,neighborhood,2,country_wd|keyword_title
Q6379968,Kawempe,Kawempe,1,0,38.8,neighborhood,1,country_wd
Q63968038,Angola–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63969588,Eritrea–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63978549,Liechtenstein–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63979111,Bolivia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63979630,Mozambique–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63980321,Albania–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63980665,Belgium–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63981154,Ethiopia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63987119,Tajikistan–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63990292,Romania–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63991560,Argentina–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63992806,Cyprus–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63993332,Sierra Leone–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63993897,Nepal–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63994762,Liberia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q63998124,Czech Republic–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64004078,Myanmar–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64010490,Amos Wekesa,Amos Wekesa,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q6403924,Kibaale Community Schools,Kibaale Community Schools,1,0,38.8,,1,country_wd
Q6404080,Kibuli,Kibuli,1,0,38.8,neighborhood,1,country_wd
Q6404090,Kibuye,"Kibuye, Uganda",1,0,38.8,neighborhood,2,country_wd|keyword_title
Q6405936,Kigezi sub-region,Kigezi sub-region,1,0,38.8,sub-region of Uganda,1,country_wd
Q6405968,Kigoowa,Kigoowa,1,0,38.8,neighborhood,1,country_wd
Q6406198,Kikaaya,Kikaaya,1,0,38.8,neighborhood,1,country_wd
Q6406203,Kikagati Power Station,Kikagati Hydroelectric Power Station,1,0,38.8,hydroelectric power station,1,country_wd
Q64138407,Saudi Arabia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64141263,Uganda–Zimbabwe relations,,1,0,38.8,bilateral relation,1,country_wd
Q6414271,Kinshasa Highway,Kinshasa Highway,1,0,38.8,road,1,country_wd
Q6414458,Kinyara Power Station,Kinyara Thermal Power Station,1,0,38.8,"combined heat and power station, biomass-fired power station",1,country_wd
Q6414460,Kinyara Sugar Works Limited,Kinyara Sugar Works Limited,1,0,38.8,business,1,country_wd
Q64148152,Palau–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64148710,Mali–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64149093,Nigeria–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64151807,Uganda–Yemen relations,,1,0,38.8,bilateral relation,1,country_wd
Q64152427,Uganda–Vanuatu relations,,1,0,38.8,bilateral relation,1,country_wd
Q64152806,Gabon–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64153224,Panama–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64153608,Cuba–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64154249,Georgia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64156860,Tunisia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64157174,North Korea–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64160637,Nauru–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q6416374,Kisaasi,Kisaasi,1,0,38.8,neighborhood,1,country_wd
Q6416720,Kisiizi Power Station,Kisiizi Hydroelectric Power Station,1,0,38.8,hydroelectric power station,1,country_wd
Q64169446,Uganda–Zambia relations,,1,0,38.8,bilateral relation,1,country_wd
Q64172910,Fiji–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64174037,Marshall Islands–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64176294,Sudan–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64176668,Kuwait–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64180576,Republic of the Congo–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q6418216,Kitikifumba,Kitikifumba,1,0,38.8,human settlement,1,country_wd
Q6418278,Kitojo Hospital,Kitojo Hospital,1,0,38.8,hospital,1,country_wd
Q6418640,Kitukutwe,Kitukutwe,1,0,38.8,human settlement,1,country_wd
Q64186747,Dominican Republic–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q6418842,Kiwaatule,Kiwaatule,1,0,38.8,"neighborhood, human settlement",1,country_wd
Q6418933,Kiwoko,Kiwoko,1,0,38.8,human settlement,1,country_wd
Q6418934,Kiwoko Hospital,Kiwoko Hospital,1,0,38.8,hospital,1,country_wd
Q64194532,Grenada–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64204592,Costa Rica–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q6426498,Kojo Nana Obiri-Yeboah,Kojo Nana Obiri-Yeboah,1,0,38.8,human,1,citizenship_wd
Q6430555,Kooki,Kooki,1,0,38.8,kingdom,1,country_wd
Q6442775,Kulambiro,Kulambiro,1,0,38.8,neighborhood,1,country_wd
Q6450632,Kyabazinga of Busoga,Kyabazinga of Busoga,1,0,38.8,noble title,2,country_wd|keyword_title
Q6450651,Kyagalanyi Coffee Limited,Kyagalanyi Coffee Limited,1,0,38.8,business,1,country_wd
Q6450894,Kyebando,Kyebando,1,0,38.8,neighborhood,1,country_wd
Q64747733,Yusuf Gowon,Yusuf Gowon,1,0,38.8,human,1,citizenship_wd
Q64748284,James Birungi,James Birungi,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q64755718,Katete,Katete (Uganda),1,0,38.8,village,2,country_wd|keyword_title
Q64781736,Ivan Massa,,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q6478264,Lake Victoria Serena Resort,Lake Victoria Serena Resort,1,0,38.8,hotel,1,country_wd
Q64918753,Armenia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64918953,Honduras–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64919130,Eswatini–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64919359,Ecuador–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64919801,Lesotho–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64920197,Botswana–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64920571,Singapore–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64920788,Latvia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64921190,Guyana–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64921758,Slovenia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64922294,Central African Republic–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64923647,Federated States of Micronesia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64924205,Laos–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64924930,Slovakia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64925399,Estonia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64925954,Burundi–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64926437,Bahrain–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64926440,Lebanon–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64926446,Syria–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64926452,Guinea–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64926454,Finland–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64926456,Senegal–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64926461,Cambodia–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64926472,Belize–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64926475,Iceland–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q64926490,Peru–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
