qitem,label,sitelink_count,num_strategies,strategies,types,gender_qid,admin_qid,latitude,longitude,date_of_birth,inception,en_title,lg_title,sw_title,en_views,is_core,gender,admin_label,type_labels
Q30007236,Mandy Juruni,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1982-11-11T00:00:00Z,,Mandy Juruni,,,0,1,male,,human
Q30056769,list of ambassadors of the United States to Uganda,1,2,country_wd|part_of_wd,Q13406463,,,,,,,,,,0,1,,,Wikimedia list article
Q30058178,Ivan Semwanga,2,1,citizenship_wd,Q5,Q6581097,,,,1977-12-12T00:00:00Z,,Ivan Semwanga,Ivan Semwanga,,0,1,male,,human
Q30061488,boda boda,15,1,country_wd,Q34493,,,,,,,Boda boda,Boda-boda,Boda boda,7522,1,,,motorcycle
Q30070354,Mariam Naigaga,5,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1979-05-22T00:00:00Z,,Mariam Naigaga,Mariam Naigaga,,393,1,female,,human
Q3007250,culture of Uganda,5,2,country_wd|keyword_title,Q19958368,,,,,,,Culture of Uganda,,Utamaduni wa Uganda,3380,1,,,culture of an area
Q30091390,Allan Ssewanyana,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1986-11-26T00:00:00Z,,Allan Ssewanyana,Allan Ssewanyana,,0,1,male,,human
Q30110261,Akugizibwe Lawrence,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1985-11-02T00:00:00Z,,Lawrence Akugizibwe,Lawrence Akugizibwe,,0,1,male,,human
Q30150061,Richard Gafabusa,4,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1977-08-03T00:00:00Z,,Richard Gafabusa,Richard Gafabusa,,0,1,male,,human
Q3016016,Nebbi Airport,4,1,country_wd,Q1248784,,Q2174978,2.51361,31.1325,,,Nebbi Airport,,,0,1,,Nebbi,airport
Q3021231,Xenopus ruwenzoriensis,12,1,keyword_title,Q16521,,,,,,,Uganda clawed frog,,,399,0,,,taxon
Q30228752,Deo Rwabiita,3,1,citizenship_wd,Q5,Q6581097,,,,1943-01-01T00:00:00Z,,Deo Rwabiita,Deo Rwabiita,,0,1,male,,human
Q30234278,Daudi Ochieng,2,1,citizenship_wd,Q5,Q6581097,,,,1925-01-01T00:00:00Z,,Daudi Ochieng,Daudi Ochieng,,0,1,male,,human
Q30261670,Association for Strengthening Agricultural Research in Eastern and Central Africa,2,1,country_wd,Q163740,,Q211970,0.048081,32.470897,,1994-01-01T00:00:00Z,Association for Strengthening Agricultural Research in Eastern and Central Africa,,,0,1,,Entebbe,nonprofit organization
Q30261875,National Agricultural Research Organisation,1,1,country_wd,Q327333,,Q3894,0.058929,32.478039,,2005-01-01T00:00:00Z,National Agricultural Research Organisation,,,0,1,,Kampala,government agency
Q30262070,Nature Kenya,2,1,keyword_title,Q48204|Q79913|Q163740|Q3152824|Q133873855,,Q3870,-1.273203,36.814516,,1909-01-01T00:00:00Z,East Africa Natural History Society,,,0,0,,Nairobi,"voluntary association, non-governmental organization, nonprofit organization, cultural institution"
Q30262098,Uganda Industrial Research Institute,1,2,country_wd|keyword_title,Q327333,,Q3894,0.336269,32.625272,,1970-01-01T00:00:00Z,Uganda Industrial Research Institute,,,0,1,,Kampala,government agency
Q30262100,Uganda National Academy of Sciences,4,2,country_wd|keyword_title,Q327333,,Q3894,0.329215,32.570983,,2000-01-01T00:00:00Z,Uganda National Academy of Sciences,Uganda National Academy of Sciences,,0,1,,Kampala,government agency
Q30262108,Uganda National Meteorological Authority,1,2,country_wd|keyword_title,Q327333,,Q3894,,,,1929-01-01T00:00:00Z,Uganda National Meteorological Authority,,,0,1,,Kampala,government agency
Q30266942,Nature Uganda,1,1,country_wd,Q79913|Q163740,,Q3894,0.343936,32.610462,,1995-01-01T00:00:00Z,,,,0,1,,Kampala,"non-governmental organization, nonprofit organization"
Q30285521,Uganda National Council for Science and Technology,1,2,country_wd|keyword_title,Q327333,,Q3894,0.35377,32.612362,,1990-01-01T00:00:00Z,Uganda National Council for Science and Technology,,,0,1,,Kampala,government agency
Q30287549,Gulu Women with Disabilities Union,1,1,country_wd,Q43229,,Q1028215,,,,2002-01-01T00:00:00Z,Gulu Women with Disabilities Union,,,0,1,,Gulu District,organization
Q30290550,Joint Clinical Research Centre,1,1,country_wd,Q163740,,Q3894,0.304144,32.566746,,1991-01-01T00:00:00Z,Joint Clinical Research Centre,,,0,1,,Kampala,nonprofit organization
Q302910,Ngũgĩ wa Thiong'o,84,1,language_wd,Q5,Q6581097,,,,1938-01-05T00:00:00Z,,Ngũgĩ wa Thiong'o,,Ngũgĩ wa Thiong'o,43531,0,male,,human
Q30302621,Jack Sabiiti,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1947-04-27T00:00:00Z,,Jack Sabiiti,Jack Sabiiti,,0,1,male,,human
Q30307252,Ssewa Ssewa,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1987-06-25T00:00:00Z,,Ssewa Ssewa,Ssewa Ssewa,,0,1,male,,human
Q30323559,Sam Bitangaro,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1959-10-06T00:00:00Z,,Sam Bitangaro,Sam Bitangaro,,0,1,male,,human
Q30323636,Byibesho Sam,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1964-04-25T00:00:00Z,,Sam Byibesho,Sam Byibesho,,0,1,male,,human
Q30323658,Jacklet Atuhaire,4,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1981-06-20T00:00:00Z,,Jacklet Atuhaire,Jacklet Atuhaire,,0,1,female,,human
Q30323685,Boaz Ninsiima,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1975-12-28T00:00:00Z,,Boaz Ninsiima,Boaz Ninsiima,,0,1,male,,human
Q30323704,Nelson Senkatuka,5,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1997-09-10T00:00:00Z,,Nelson Senkatuka,Nelson Senkatuka,,534,1,male,,human
Q30323983,Kampala Convention,2,1,keyword_title,Q131569,,,,,,,Kampala Convention,,,0,0,,,treaty
Q30332912,Eric Adriko,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1941-01-01T00:00:00Z,,Eric Adriko,Eric Adriko,,0,1,male,,human
Q3033547,Kakwa,8,1,country_wd,Q34770|Q1288568,,,,,,,Kakwa language,,Kikakwa,406,1,,,"language, modern language"
Q30347337,Proscovia Nalweyiso,3,1,birth_death_wd,Q5,Q6581072,,,,1954-06-01T00:00:00Z,,Proscovia Nalweyiso,Proscovia Nalweyiso,,0,1,female,,human
Q303801,Lord's Resistance Army insurgency,15,1,keyword_title,Q198,,,,,,,Lord's Resistance Army insurgency,,,40470,0,,,war
Q30458487,Proscovia Margaret Njuki,6,1,citizenship_wd,Q5,Q6581072,,,,1951-06-25T00:00:00Z,,Proscovia Margaret Njuki,Proscovia Margaret Njuki,Proscovia Margaret Njuki,229,1,female,,human
Q30524693,Ugandan lost counties referendum of 1964,2,2,country_wd|keyword_title,Q1021073,,,,,,,1964 Ugandan lost counties referendum,1964 Ugandan lost counties referendum,,0,1,,,local referendum
Q3052823,Emmanuel Okwi,17,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1992-12-25T00:00:00Z,,Emmanuel Okwi,Emmanuel Okwi,Emmanuel Okwi,5000,1,male,,human
Q30557450,Adonia Ayebare,4,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1966-10-18T00:00:00Z,,Adonia Ayebare,,,0,1,male,,human
Q305721,Abayudaya,16,2,country_wd|keyword_title,Q41710|Q101063310,,,,,,,Abayudaya,Abayudaaya,,9367,1,,,"ethnic group, Jewish community"
Q30589023,City Oilers,4,2,country_wd|keyword_title,Q13393265|Q115839789,,,,,,,City Oilers,City Oilers,,0,1,,,"basketball team, basketball club"
Q30593974,list of fund manager companies in Uganda,1,1,keyword_title,Q13406463,,,,,,,List of fund manager companies in Uganda,,,0,0,,,Wikimedia list article
Q30597828,Entebbe,21,1,keyword_title,Q11424,,,,,,,Entebbe (film),,,37630,0,,,film
Q30602,2013 UCI Road World Championships,20,1,keyword_title,Q506424,,,43.773288,11.255307,,,2013 UCI Road World Championships,,,1477,0,,,UCI Road World Championships
Q30612388,James Odongo,4,1,citizenship_wd,Q5,Q6581097,,,,1944-12-04T00:00:00Z,,James Odongo (athlete),James Odongo (munnabyamizanyo),James Odongo (mwanariadha),0,1,male,,human
Q30624741,Kagitumba river,3,1,country_wd,Q108822533,,,-1.0572,30.4729,,,Kagitumba river,,,0,1,,,border river
Q30627004,Namayumba,5,1,country_wd,Q3957,,Q976848,0.52805556,32.25055556,,,Namayumba,Namayumba,Namayumba,690,1,,Wakiso District,town
Q30639488,Intersex rights in Uganda,3,2,country_wd|keyword_title,Q28136463,,,,,,,Intersex rights in Uganda,,,0,1,,,Intersexuation by geographical area
Q30640185,National Information Technology Authority-Uganda,1,2,country_wd|keyword_title,Q783794,,,,,,2011-01-01T00:00:00Z,National Information Technology Authority-Uganda,,,0,1,,,company
Q30641591,Uganda women's national 3x3 team,3,2,country_wd|keyword_title,Q46351685,,,,,,,Uganda women's national 3x3 team,,,0,1,,,national basketball team
Q3067079,Uganda women's national football team,16,2,country_wd|keyword_title,Q6979593|Q23905105,,,,,,,Uganda women's national football team,,,2781,1,,,"national association football team, women's national association football team"
Q30687965,Sugar industry of Uganda,1,2,country_wd|keyword_title,Q74817647,,,,,,,Sugar industry in Uganda,,,0,1,,,aspect in a geographic region
Q30688546,science and technology in Uganda,2,2,country_wd|keyword_title,Q74817647,,,,,,,Science and technology in Uganda,,,0,1,,,aspect in a geographic region
Q30688721,Uganda Intelligence Department,1,2,country_wd|keyword_title,,,,,,,,Uganda Intelligence Department,,,0,1,,,
Q306922,Ugandan Lowland Shrew,17,1,keyword_title,Q16521,,,,,,,Ugandan lowland shrew,,,190,0,,,taxon
Q3069348,Geofrey Massa,13,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1986-02-19T00:00:00Z,,Geofrey Massa,Geofrey Massa,Geoffrey Massa,879,1,male,,human
Q3074760,religion in Uganda,11,2,country_wd|keyword_title,Q66374263,,,,,,,Religion in Uganda,,,21713,1,,,religion of an area
Q3076685,region of Uganda,17,2,country_wd|keyword_title,,,,,,,,Regions of Uganda,,Mikoa ya Uganda,8433,1,,,
Q3077985,Fort Portal,3,1,country_wd,Q8072|Q8502,,,0.7,30.25,,,,,,0,1,,,"volcano, mountain"
Q3082639,Frank Habineza,10,1,birth_death_wd,Q5,Q6581097,,,,1977-02-22T00:00:00Z,,Frank Habineza,,,1837,1,male,,human
Q3086949,Fred Rwigyema,11,1,citizenship_wd,Q5,Q6581097,,,,1957-04-10T00:00:00Z,,Fred Rwigyema,Fred Rwigyema,,21201,1,male,,human
Q3088116,Kamuli,13,1,country_wd,Q486972,,Q164474,0.9445873,33.1236818,,,Kamuli,Kamuli,"Kamuli, Uganda",791,1,,Kamuli District,human settlement
Q3088800,Democratic Republic of the Congo–Uganda border,7,2,country_wd|part_of_wd,Q133346|Q12413618|Q15104814,,,-1.391671296,29.594439814,,,,,,0,1,,,"border, international border, land boundary"
Q3088801,Rwanda–Uganda border,6,2,country_wd|part_of_wd,Q133346|Q12413618|Q15104814,,,-1.391671296,29.594439814,,,,,,0,1,,,"border, international border, land boundary"
Q3088803,Tanzania–Uganda border,7,2,country_wd|part_of_wd,Q133346|Q12413618|Q15104814,,,-1.625,30.477777777,,,,,,0,1,,,"border, international border, land boundary"
Q3088804,South Sudan–Uganda border,6,2,country_wd|part_of_wd,Q133346|Q12413618|Q15104814,,,3.4875,30.852777777,,,,,,0,1,,,"border, international border, land boundary"
Q3089101,Kenya–Uganda border,6,2,country_wd|part_of_wd,Q133346|Q12413618|Q15104814,,,-0.993060185,33.925,,,,,,0,1,,,"border, international border, land boundary"
Q30899710,Jastine Ayebazibwe,4,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1972-07-23T00:00:00Z,,Justine Ayebazibwe,Justine Ayebazibwe,,0,1,female,,human
Q30905495,Elly Katabira,2,1,citizenship_wd,Q5,Q6581097,,,,1948-11-01T00:00:00Z,,,,,0,1,male,,human
Q30913458,Akii Bua Stadium,2,1,country_wd,Q483110|Q1076486|Q1154710,,Q206519,2.250281,32.9003,,2024-01-01T00:00:00Z,Akii Bua Stadium,,,0,1,,Lira District,"stadium, sports venue, association football venue"
Q309426,Kasubi Tombs,57,2,country_wd|keyword_title,Q381885|Q4989906,,Q3894,0.329166666,32.553333333,,,Kasubi Tombs,Kasubi Tombs,Kasubi,10138,1,,Kampala,"tomb, monument"
Q30945317,Rosemary Tumusiime,3,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1962-05-17T00:00:00Z,,Rosemary Tumusiime,Rosemary Tumusiime,,0,1,female,,human
Q30945457,Irene Muyanga,6,1,citizenship_wd,Q5,Q6581072,,,,1943-11-12T00:00:00Z,,Irene Muyanga,Irene Muyanga,Irene Muyanga,89,1,female,,human
Q30946646,2017 Uganda International Badminton Championships,2,1,country_wd,Q2473864,,,,,,,,,,0,1,,,Uganda International Badminton Championships
Q3105642,Gilbert Bukenya,9,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1949-08-05T00:00:00Z,,Gilbert Bukenya,Gilbert Bukenya,,2538,1,male,,human
Q31093081,,1,1,country_wd,Q46135307,,,,,,,,,,0,1,,,nation at sport competition
Q3109754,Godfrey Kateregga,6,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1960-05-05T00:00:00Z,,Godfrey Kateregga,Godfrey Kateregga,,157,1,male,,human
Q3109755,Godfrey Walusimbi,13,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1989-07-03T00:00:00Z,,Godfrey Walusimbi,Godfrey Walusimbi,Godfrey Walusimbi,1714,1,male,,human
Q31153326,Ismail Ogama,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1985-04-01T00:00:00Z,,Ismail Ogama,Ismail Ogama,,0,1,male,,human
Q3119017,Ugandan Bush War,17,2,country_wd|keyword_title,Q8465,,,,,,,Ugandan Bush War,,,46090,1,,,civil war
Q31209259,Barnabas Nawangwe,7,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1956-01-17T00:00:00Z,,Barnabas Nawangwe,Barnabas Nawangwe,Barnabas Nawangwe,1534,1,male,,human
Q31213353,Moses Adome,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1983-12-28T00:00:00Z,,Moses Adome,Moses Adome,,0,1,male,,human
Q31296000,Azerbaijan–Uganda relations,3,1,country_wd,Q15221623,,,,,,,,,,0,1,,,bilateral relation
Q3132041,Henri Streicher,8,1,birth_death_wd,Q5,Q6581097,,,,1863-07-28T00:00:00Z,,Henri Streicher,,,314,1,male,,human
Q313318,Salif Keita,50,1,language_wd,Q5,Q6581097,,,,1949-08-25T00:00:00Z,,Salif Keita,,Salif Keïta,26751,0,male,,human
Q31344382,1996 in Uganda,1,1,country_wd,Q18340514,,,,,,,,,,0,1,,,events in a specific year or time period
Q31349075,1991 in Uganda,1,1,country_wd,Q18340514,,,,,,,,,,0,1,,,events in a specific year or time period
Q31349085,1995 in Uganda,1,1,country_wd,Q18340514,,,,,,,,,,0,1,,,events in a specific year or time period
Q31349118,2019 in Uganda,2,2,country_wd|keyword_title,Q18340514,,,,,,,2019 in Uganda,,,0,1,,,events in a specific year or time period
Q31395848,Nangataret Kaakodiam,1,1,country_wd,Q54050,,,2.676666666,34.782777777,,,,,,0,1,,,hill
Q31395849,Loolimo,1,1,country_wd,Q54050,,,2.618055555,34.830555555,,,,,,0,1,,,hill
Q31395852,Zinat,1,1,country_wd,Q54050,,,3.011666666,33.851666666,,,,,,0,1,,,hill
Q31395853,Zaiwa,1,1,country_wd,Q54050,,,3.089722222,31.9075,,,,,,0,1,,,hill
Q31395854,Yingbay,1,1,country_wd,Q54050,,,3.617222222,31.541666666,,,,,,0,1,,,hill
Q31395855,Wiceri,1,1,country_wd,Q54050,,,2.966944444,31.998055555,,,,,,0,1,,,hill
Q31395858,Wadelai,1,1,country_wd,Q54050,,,2.7325,31.4783,,,,,,0,1,,,hill
Q31395860,Use,1,1,country_wd,Q54050,,,2.552777777,30.905555555,,,,,,0,1,,,hill
Q31395863,Uchi,1,1,country_wd,Q54050,,,2.979722222,31.039444444,,,,,,0,1,,,hill
Q31395864,Tukaliri,1,1,country_wd,Q54050,,,3.4011,31.0203,,,,,,0,1,,,hill
Q31395865,Tororo,1,1,country_wd,Q54050,,,0.684722222,34.183055555,,,,,,0,1,,,hill
Q31395867,Mount Speke,1,1,country_wd,Q8502,,,0.401944444,29.892222222,,,,,,0,1,,,mountain
Q31395868,Sole,1,1,country_wd,Q54050,,,3.982777777,33.969444444,,,,,,0,1,,,hill
Q31395870,Sokot,1,1,country_wd,Q54050,,,3.269166666,33.729166666,,,,,,0,1,,,hill
Q31395871,Sokober,1,1,country_wd,Q54050,,,3.228611111,31.781111111,,,,,,0,1,,,hill
Q31395872,Sogonso,1,1,country_wd,Q54050,,,0.60667,33.88222,,,,,,0,1,,,hill
Q31395873,Sogolimen,1,1,country_wd,Q54050,,,2.9599,34.5313,,,,,,0,1,,,hill
Q31395874,Sogolimen,1,1,country_wd,Q54050,,,2.405277777,34.712777777,,,,,,0,1,,,hill
Q31395875,Sitambogo,1,1,country_wd,Q54050,,,0.493611111,33.927222222,,,,,,0,1,,,hill
Q31395876,Simue,1,1,country_wd,Q54050,,,0.288888888,32.922222222,,,,,,0,1,,,hill
Q31395877,Siavona,1,1,country_wd,Q54050,,,0.243888888,33.855,,,,,,0,1,,,hill
Q31395878,Senge,1,1,country_wd,Q54050,,,0.365277777,32.843611111,,,,,,0,1,,,hill
Q31395880,Sempaya,1,1,country_wd,Q54050,,,0.875555555,30.198888888,,,,,,0,1,,,hill
Q31395881,Sekiunga,1,1,country_wd,Q54050,,,0.1616,32.536,,,,,,0,1,,,hill
Q31395884,Sango,1,1,country_wd,Q54050,,,3.2028,31.8307,,,,,,0,1,,,hill
Q31395886,Rweshama,1,1,country_wd,Q740445,,,-1.0275,30.4,,,,,,0,1,,,mountain ridge
Q31395887,Rwebirago,1,1,country_wd,Q740445,,,-1.0292,30.0225,,,,,,0,1,,,mountain ridge
Q31395889,Rwakungwe,1,1,country_wd,Q54050,,,1.6287,31.8749,,,,,,0,1,,,hill
Q31395890,Rukenga,1,1,country_wd,Q207326,,,0.32042,29.92958,,,,,,0,1,,,summit
Q31395891,Rugongo,1,1,country_wd,Q740445,,,-1.1542,30.1842,,,,,,0,1,,,mountain ridge
Q31395892,Ruato,1,1,country_wd,Q207326,,,0.19117,29.85801,,,,,,0,1,,,summit
Q31395893,Ru,1,1,country_wd,Q54050,,,2.801111111,31.094722222,,,,,,0,1,,,hill
Q31395894,Rigbonga,1,1,country_wd,Q54050,,,3.1493,31.4839,,,,,,0,1,,,hill
Q31395895,Lere,1,1,country_wd,Q54050,,,2.024166666,32.140833333,,,,,,0,1,,,hill
Q31395898,Portal Peaks,2,1,country_wd,Q207326,,Q1229919,0.401111111,29.955,,,,,,0,1,,Kasese District,summit
Q31395899,Piryar,1,1,country_wd,Q54050,,,3.3925,33.668055555,,,,,,0,1,,,hill
Q31395900,Peta,1,1,country_wd,Q54050,,,0.772,34.0919,,,,,,0,1,,,hill
Q31395902,Patiri,1,1,country_wd,Q54050,,,2.7686,32.1264,,,,,,0,1,,,hill
Q31395903,Polowang,1,1,country_wd,Q54050,,,2.562777777,31.593055555,,,,,,0,1,,,hill
Q31395905,Palalango,1,1,country_wd,Q54050,,,2.9925,31.876388888,,,,,,0,1,,,hill
Q31395906,Pakhat,1,1,country_wd,Q54050,,,2.9763,31.8856,,,,,,0,1,,,hill
Q31395907,Pagengo,1,1,country_wd,Q54050,,,2.5236,31.5653,,,,,,0,1,,,hill
Q31395908,Oyii,1,1,country_wd,Q54050,,,2.745,30.980555555,,,,,,0,1,,,hill
Q31395909,Oyiena,1,1,country_wd,Q54050,,,3.078611111,31.527777777,,,,,,0,1,,,hill
Q31395910,Ova,1,1,country_wd,Q54050,,,2.7013,31.2893,,,,,,0,1,,,hill
Q31395911,Atoo,1,1,country_wd,Q54050,,,2.832777777,32.479166666,,,,,,0,1,,,hill
Q31395912,Opoi,1,1,country_wd,Q54050,,,2.845277777,31.083333333,,,,,,0,1,,,hill
Q31395913,Opit,1,1,country_wd,Q54050,,,2.588333333,32.471666666,,,,,,0,1,,,hill
Q31395915,Opio,1,1,country_wd,Q54050,,,2.945,32.057222222,,,,,,0,1,,,hill
Q31395916,Operiperi,1,1,country_wd,Q54050,,,2.6436,34.6984,,,,,,0,1,,,hill
Q31395917,Okusoma,1,1,country_wd,Q207326,,,0.3175,29.873333333,,,,,,0,1,,,summit
Q31395918,Okela,1,1,country_wd,Q54050,,,3.4222,32.1881,,,,,,0,1,,,hill
Q31395919,Ojewa,1,1,country_wd,Q54050,,,3.215555555,31.050833333,,,,,,0,1,,,hill
Q31395920,Ogul,1,1,country_wd,Q54050,,,3.6864,32.8558,,,,,,0,1,,,hill
Q31395923,Ogili,1,1,country_wd,Q54050,,,3.387222222,32.452777777,,,,,,0,1,,,hill
Q31395925,Ofude,1,1,country_wd,Q54050,,,3.268333333,31.018055555,,,,,,0,1,,,hill
Q31395926,Odwede,1,1,country_wd,Q54050,,,3.064722222,31.911111111,,,,,,0,1,,,hill
Q31395927,Odra,1,1,country_wd,Q54050,,,3.215555555,31.033333333,,,,,,0,1,,,hill
Q31395928,Obwero,1,1,country_wd,Q54050,,,3.2611,33.5507,,,,,,0,1,,,hill
Q31395929,Nyaryegi,1,1,country_wd,Q54050,,,2.4126,31.2924,,,,,,0,1,,,hill
Q31395930,Nyamyalilo,1,1,country_wd,Q207326,,,0.25125,29.91792,,,,,,0,1,,,summit
Q31395933,Nyakisa Hills,1,1,country_wd,Q740445,,,-0.8675,30.2025,,,,,,0,1,,,mountain ridge
Q31395934,Nturage,1,1,country_wd,Q54050,,,0.768611111,30.2925,,,,,,0,1,,,hill
Q31395936,Ntunda South,1,1,country_wd,Q54050,,,0.087777777,32.919722222,,,,,,0,1,,,hill
Q31395937,Nowanila,1,1,country_wd,Q207326,,,0.708333333,30.150555555,,,,,,0,1,,,summit
Q31395938,Nkungwe,1,1,country_wd,Q54050,,,0.289722222,33.238055555,,,,,,0,1,,,hill
Q31395940,Nkai,1,1,country_wd,Q54050,,,0.008611111,32.920833333,,,,,,0,1,,,hill
Q31395941,Njereka,1,1,country_wd,Q54050,,,0.6972,33.1464,,,,,,0,1,,,hill
Q31395942,Njara,1,1,country_wd,Q54050,,,0.669444444,30.288055555,,,,,,0,1,,,hill
Q31395943,Ngora,1,1,country_wd,Q54050,,,2.053611111,34.634722222,,,,,,0,1,,,hill
Q31395944,Ngole,1,1,country_wd,Q54050,,,3.145555555,33.945,,,,,,0,1,,,hill
Q31395945,Ngogwe,1,1,country_wd,Q54050,,,0.088055555,33.095555555,,,,,,0,1,,,hill
Q31395947,Nero,1,1,country_wd,Q54050,,,2.698888888,34.715833333,,,,,,0,1,,,hill
Q31395949,Nebolola,1,1,country_wd,Q54050,,,0.314722222,34.018888888,,,,,,0,1,,,hill
Q31395950,Ndoyo,1,1,country_wd,Q54050,,,1.8675,32.215277777,,,,,,0,1,,,hill
Q31395951,Nawuyakitalia,1,1,country_wd,Q54050,,,3.692,33.7812,,,,,,0,1,,,hill
Q31395952,Nathianakito,1,1,country_wd,Q54050,,,3.756,33.749,,,,,,0,1,,,hill
Q31395953,Nariwokitoi,1,1,country_wd,Q54050,,,4.0286,33.9892,,,,,,0,1,,,hill
Q31395955,Napedo,1,1,country_wd,Q54050,,,3.094722222,33.956666666,,,,,,0,1,,,hill
Q31395957,Nanjala,1,1,country_wd,Q54050,,,0.236388888,33.836666666,,,,,,0,1,,,hill
Q31395958,Nangoma,1,1,country_wd,Q54050,,,0.419722222,33.868888888,,,,,,0,1,,,hill
Q31395959,Nandelema,1,1,country_wd,Q54050,,,0.794722222,34.2675,,,,,,0,1,,,hill
Q31395961,Namyekudo,1,1,country_wd,Q54050,,,1.540277777,31.865555555,,,,,,0,1,,,hill
Q31395962,Namur,1,1,country_wd,Q54050,,,3.561666666,32.333055555,,,,,,0,1,,,hill
Q31395963,Nampongwe,1,1,country_wd,Q54050,,,0.1036,33.7687,,,,,,0,1,,,hill
Q31395964,Namoruputh,1,1,country_wd,Q54050,,,2.340277777,34.872777777,,,,,,0,1,,,hill
Q31395965,Naminage,1,1,country_wd,Q54050,,,0.161944444,33.179722222,,,,,,0,1,,,hill
Q31395967,Namasuli,1,1,country_wd,Q207326,,,0.1725,29.9825,,,,,,0,1,,,summit
Q31395968,Namarinda,1,1,country_wd,Q54050,,,0.149722222,32.892222222,,,,,,0,1,,,hill
Q31395970,Namafuma,1,1,country_wd,Q54050,,,0.532777777,33.358333333,,,,,,0,1,,,hill
Q31395971,Nakyesanja,1,1,country_wd,Q54050,,,0.399166666,33.100277777,,,,,,0,1,,,hill
Q31395973,Nakiilasia,1,1,country_wd,Q54050,,,2.0985,34.8635,,,,,,0,1,,,hill
Q31395974,Nakapelo,1,1,country_wd,Q54050,,,2.760833333,34.669722222,,,,,,0,1,,,hill
Q31395976,Nabwei,1,1,country_wd,Q54050,,,0.889722222,34.205833333,,,,,,0,1,,,hill
Q31395979,Mwelo,1,1,country_wd,Q54050,,,0.7077,34.0582,,,,,,0,1,,,hill
Q31395981,Mutungo,1,1,country_wd,Q54050,,,0.314722222,32.643055555,,,,,,0,1,,,hill
Q31395983,Musubi,1,1,country_wd,Q54050,,,0.341666666,33.672777777,,,,,,0,1,,,hill
Q31395985,Murokatipe,1,1,country_wd,Q54050,,,0.703,34.2346,,,,,,0,1,,,hill
Q31395986,Murere,1,1,country_wd,Q54050,,,2.4375,34.714166666,,,,,,0,1,,,hill
Q31395987,Murage,1,1,country_wd,Q54050,,,2.900277777,34.525833333,,,,,,0,1,,,hill
Q31395988,Mulinda,1,1,country_wd,Q207326,,,0.4183,30.1167,,,,,,0,1,,,summit
Q31395990,Mulange,1,1,country_wd,Q54050,,,0.50972,33.04528,,,,,,0,1,,,hill
Q31395991,Mulanda,1,1,country_wd,Q54050,,,0.696944444,34.008333333,,,,,,0,1,,,hill
Q31395992,Mukobe,1,1,country_wd,Q54050,,,0.321944444,33.650833333,,,,,,0,1,,,hill
Q31395993,Mukihara,1,1,country_wd,Q54050,,,0.8958,30.4704,,,,,,0,1,,,hill
Q31395994,Mukihani,1,1,country_wd,Q54050,,,1.495555555,31.370555555,,,,,,0,1,,,hill
Q31395995,Maruzi II,1,1,country_wd,Q54050,,,1.701111111,32.327222222,,,,,,0,1,,,hill
Q31395996,Mugulunga,1,1,country_wd,Q207326,,,0.25,29.8367,,,,,,0,1,,,summit
Q31395998,Muganga,1,1,country_wd,Q54050,,,0.361111111,33.195277777,,,,,,0,1,,,hill
Q31396000,Msoli,1,1,country_wd,Q54050,,,0.453055555,33.320555555,,,,,,0,1,,,hill
Q31396001,Msandama,1,1,country_wd,Q207326,,,0.748888888,30.170277777,,,,,,0,1,,,summit
Q31396003,Mpunge,1,1,country_wd,Q54050,,,0.117222222,32.715833333,,,,,,0,1,,,hill
Q31396005,Mpomode,1,1,country_wd,Q54050,,,0.575277777,33.1475,,,,,,0,1,,,hill
Q31396006,Morunyang,1,1,country_wd,Q54050,,,3.823888888,33.623055555,,,,,,0,1,,,hill
Q31396008,Morunyang,1,1,country_wd,Q54050,,,3.733611111,33.872777777,,,,,,0,1,,,hill
Q31396009,Morunyang,1,1,country_wd,Q54050,,,3.403055555,33.848611111,,,,,,0,1,,,hill
