qitem,label,sitelink_count,occupation_qid,en_title,views,occupation,in_lgwiki
Q111530886,Deborah Kasente,4,Q36180,Deborah Kasente,0,writer,True
Q111531031,Alleluya Rosette Ikote,4,Q82955,Alleluya Rosette Ikote,0,politician,True
Q111534333,Agnes Nabirye,4,Q82955,Agnes Nabirye,0,politician,True
Q111536421,Jennifer Alanyo,4,Q39631,Jennifer Alanyo,0,physician,True
Q111582439,Teresa Akenga,4,Q12416358,Teresa Akenga,0,vice-chancellor,False
Q111972727,Martha Kazungu,4,Q674426,Martha Kazungu,0,curator,True
Q113506072,Irene Mrembo Njoki,4,Q82955,Irene Mrembo Njoki,0,politician,False
Q114141172,Shamirah Nabadda,4,Q859528,Shamirah Nabadda,0,association football referee,True
Q114930176,Stacey Gillian Abe,4,Q21477194,,0,contemporary artist,False
Q116603638,Angwech Colline,4,Q82955,Angwech Colline,0,politician,True
Q116607996,Esther Nakajjigo,4,Q1476215,Esther Nakajjigo,0,human rights defender,True
Q117477457,Joy Lehai Kanyarutokye,4,Q4610556,Joy Lehai Kanyarutokye,0,model,True
Q118969711,Naira Ali,4,Q639669,Naira Ali,0,musician,True
Q119549249,Jane Asinde,4,Q3665646,Jane Asinde,0,basketball player,True
Q121090670,Grace Oburu,4,Q82955,Grace Oburu,0,politician,True
Q123982026,Knight Aciru,4,Q11513337,Knight Aciru,0,athletics competitor,True
Q124387446,Fatuma Ndangiza,4,Q82955,Fatuma Ndangiza,0,politician,False
Q124616026,Brenda Ekone,4,Q3665646,Brenda Ekone,0,basketball player,True
Q124675355,Ritah Imanishimwe,4,Q3665646,Ritah Imanishimwe,0,basketball player,True
Q124675397,Lydia Babirye,4,Q3665646,Lydia Babirye,0,basketball player,True
Q125102935,Ritah Asiimwe,4,Q13141064,Ritah Asiimwe,0,badminton player,True
Q125207733,Emmaculate Anyango,4,Q2066131,Emmaculate Anyango,0,athlete,False
Q125341759,Florence Hashaka Kabahweza,4,Q82955,Hashaka Kabahweza Florence,0,politician,True
Q125717606,Clare Mugumya,4,Q82955,Clare Mugumya,0,politician,True
Q129652260,Jane Asiimwe Muhindo,4,Q82955,Jane Asiimwe Muhindo,0,politician,True
Q130351991,Agnes Nabukenya,4,Q937857,Agnes Nabukenya,0,association football player,True
Q130612903,Zaina Nandede,4,Q937857,Zainah Nandede,0,association football player,True
Q131291101,Danielita Favour Nambatya,4,Q937857,Danielita Favour Nambatya,0,association football player,True
Q131379434,Sandra Kwikiriza,4,Q15253558,Sandra Kwikiriza,0,activist,True
Q133525510,Solome Nakaweesi Kimbugwe,4,Q28692502,Solome Nakaweesi Kimbugwe,0,women's rights activist,True
Q133810038,Esther Okello Lutwa,4,Q82955,Esther Okello Lutwa,0,politician,True
Q133822955,Phoebe Awere Otaala,4,Q82955,Phoebe Awere Otaala,0,politician,True
Q133828122,Cotilda Nakate Kikomeko,4,Q37226,Cotilda Nakate Kikomeko,0,teacher,True
Q134965037,Sylvia Kabene,4,Q937857,Sylvia Kabene,0,association football player,True
Q137991462,Lanyero Christine Awany,4,Q82955,Christine Lanyero Awany,0,politician,True
Q138000596,Pedun Josephine,4,Q82955,Josephine Pedun,0,politician,True
Q138005525,Esther Majambere Musoke,4,Q82955,Esther Majambere Musoke,0,politician,True
Q16186361,Mbabazi Jacqueline,4,Q82955,Jacqueline Mbabazi,0,politician,True
Q16196479,Ayelet Gneezy,4,Q99193996,Ayelet Gneezy,0,behavioral scientist,False
Q16222051,Supra Singhal,4,Q10843402,Supra Singhal,0,swimmer,True
Q16733149,Beverley Nambozo,4,Q33999,Beverley Nambozo,0,actor,True
Q16734808,Queen Best Kemigisa,4,Q82955,Best Kemigisa,0,politician,True
Q17020396,Oliver Wonekha,4,Q82955,Oliver Wonekha,0,politician,True
Q18637534,Leah Kalanguka,4,Q4610556,Leah Kalanguka,0,model,True
Q18986021,Christine H. Sophie Kabuye,4,Q2374149,Christine H. Sophie Kabuye,0,botanist,False
Q1964393,Namugenyi Kiwanuka,4,Q947873,Nam Kiwanuka,0,television presenter,False
Q19662610,Margaret Mungherera,4,Q211346,Margaret Mungherera,0,psychiatrist,True
Q19662714,Desire Luzinda,4,Q177220,Desire Luzinda,0,singer,True
Q19666896,Ife Piankhi,4,Q36180,Ife Piankhi,0,writer,True
Q19829171,Angelina Acheng Atyam,4,Q15253558,Angelina Atyam,0,activist,True
Q20653572,Kay Adroa,4,Q203184,Kay Adroa,0,First Lady,True
Q20810427,Patricia Apolot,4,Q11296761,Patricia Apolot,0,kickboxer,True
Q23007554,Sister Charity,4,Q177220,Sister Charity,0,singer,True
Q23418960,Donna Kusemererwa,4,Q105186,Donna Kusemererwa,0,pharmacist,True
Q23541032,Sarah Nabukalu Kiyimba,4,Q2961975,Sarah Nabukalu Kiyimba,0,business executive,True
Q23816422,Jane Kaberuka,4,Q36180,Jane Kaberuka,0,writer,True
Q24176156,Regina Amollo,4,Q36180,Regina Amollo,0,writer,True
Q24690841,Peace Proscovia,4,Q3665646,Peace Proscovia,0,basketball player,True
Q26924525,Irene Ajambo,4,Q13381376,Irene Ajambo,0,weightlifter,True
Q27829078,Patricia Ojangole,4,Q326653,Patricia Ojangole,0,accountant,True
Q27916309,Haruna Mawa,4,Q628099,Haruna Mawa,0,association football coach,True
Q28470776,Grace Kigeni,4,Q10873124,Grace Kigeni,0,chess player,True
Q30323658,Jacklet Atuhaire,4,Q82955,Jacklet Atuhaire,0,politician,True
Q30899710,Jastine Ayebazibwe,4,Q43845,Justine Ayebazibwe,0,businessperson,True
Q33830294,Avice Meya,4,Q10843402,Avice Meya,0,swimmer,True
Q40459204,Mary Musani,4,Q11513337,Mary Musani,0,athletics competitor,False
Q41018363,Grania Rubomboras,4,Q81096,Grania Rubomboras,0,engineer,True
Q42530235,Catherine Bamugemereire,4,Q16533,Catherine Bamugemereire,0,judge,True
Q42853966,Proscovia Nabbanja,4,Q901,Proscovia Nabbanja,0,scientist,True
Q42860094,Pauline Irene Batebe,4,Q901,Pauline Irene Batebe,0,scientist,True
Q42889891,Olive Kazaarwe Mukwaya,4,Q16533,Olive Kazaarwe Mukwaya,0,judge,True
Q42971148,Florence Ndagire,4,Q40348,Florence Ndagire,0,lawyer,True
Q43384475,Victoria Walusansa,4,Q39631,Victoria Walusansa,0,physician,True
Q43549242,Philippa Ngaju Makobore,4,Q1326886,Philippa Ngaju Makobore,0,electrical engineer,True
Q47015016,Keturah Katunguka,4,Q16533,Keturah Katunguka,0,judge,False
Q47494738,Mary Wamaua Waithira Njoroge,4,Q82955,Mary Wamaua Waithira Njoroge,0,politician,False
Q47531290,Olive Kigongo,4,Q484876,Olive Kigongo,0,chief executive officer,True
Q5052840,Catherine Namono,4,Q3621491,Catherine Namono,0,archaeologist,True
Q51765147,Nataliey Bitature,4,Q43845,Nataliey Bitature,0,businessperson,True
Q54226438,Seanice Kacungira,4,Q1930187,Seanice Kacungira,0,journalist,True
Q55433692,Saidati Kemigisha,4,Q12299841,Saidati Kemigisha,0,cricketer,True
Q55433706,Franklin Najjumba,4,Q12299841,Franklin Najjumba,0,cricketer,True
Q55433715,Carol Namugenyi,4,Q12299841,Carol Namugenyi,0,cricketer,True
Q55433728,Mary Nalule,4,Q12299841,Mary Nalule,0,cricketer,True
Q55433754,Prico Nakitende,4,Q12299841,Prico Nakitende,0,cricketer,True
Q56065060,Evelyn Nabunya,4,Q2640827,Evelyn Nabunya,0,gynecologist,True
Q56249960,Rhoda Wanyenze,4,Q39631,Rhoda Wanyenze,0,physician,True
Q56513342,Joyce Kavuma,4,Q16533,Joyce Kavuma,0,judge,True
Q56522611,Cornelia Sabiiti,4,Q16533,Cornelia Sabiiti,0,judge,True
Q56812360,Sarah Ssali,4,Q1650915,Sarah Ssali,0,researcher,True
Q56823703,Rebecca Mulira,4,Q8359428,Rebecca Mulira,0,social activist,True
Q5702203,Helen Epstein,4,Q36180,Helen Epstein (journalist),0,writer,True
Q57585556,Sabrina Kitaka,4,Q39631,Sabrina Kitaka,0,physician,True
Q57824490,Rosette Kajungu Mutambi,4,Q82955,Rosette Kajungu Mutambi,0,politician,True
Q57825185,Sheila Mwine Kabaije,4,Q37226,Sheila Mwine Kabaije,0,teacher,True
Q57826830,Margaret Komuhangi,4,Q37226,Margaret Komuhangi,0,teacher,True
Q57828421,Ajilo Elogu Maria Goretti,4,Q82955,Ajilo Elogu Maria Goretti,0,politician,True
Q57829630,Alum Santa Sandra Ogwang,4,Q82955,Alum Sandra Ogwang Santa,0,politician,True
Q58003644,Avur Jane Pacuto,4,Q82955,Jane Avur Pacuto,0,politician,True
Q58041487,Rose Atima Ayaka,4,Q82955,Rose Atima Ayaka,0,politician,True
Q58042319,Babirye Kityo Sarah,4,Q82955,Sarah Babirye Kityo,0,politician,True
Q58042467,Mary Babirye Kabanda,4,Q82955,Mary Babirye Kabanda,0,politician,True
Q58416630,Josephine Karungi,4,Q1930187,Josephine Karungi,0,journalist,True
Q61008867,Anna Bitature Mugenyi,4,Q16533,Anna Bitature Mugenyi,0,judge,True
Q61696432,Susan Lakot,4,Q47064,Susan Lakot,0,military personnel,True
Q62016429,Rebbeca Mpagi,4,Q47064,Rebecca Mpagi,0,military personnel,True
Q62060614,Zaitun Driwaru,4,Q37226,Zaitun Driwaru,0,teacher,True
Q62067646,Veronica Isala Eragu Bichetero,4,Q40348,Veronica Isala Eragu Bichetero,0,lawyer,True
Q62076449,Barbie Itungo Kyagulanyi,4,Q36180,Barbie Kyagulanyi,0,writer,True
Q62100397,Oliver Katwesigye Koyekyenga,4,Q43845,Oliver Katwesigye Koyekyenga,0,businessperson,True
Q62129047,Jovah Kamateeka,4,Q82955,Jovah Kamateeka,0,politician,True
Q62129125,Noeline Kisembo Basemera,4,Q82955,Noeline Kisembo Basemera,0,politician,True
Q62129326,Mutonyi Rose Masaaba,4,Q37226,Rose Mutonyi Masaaba,0,teacher,True
Q62480234,Stella Namoe Nyomera,4,Q15319501,Stella Namoe Nyomera,0,social scientist,True
Q62480909,Julie Mukoda Zabwe,4,Q5268834,Julie Mukoda Zabwe,0,information and communications technology,True
Q62487344,Najjuma Sarah,4,Q37226,Sarah Najjuma,0,teacher,True
Q62519498,Regina Mukiibi,4,Q43845,Regina Mukiibi,0,businessperson,True
Q62520014,Faridah Bulega,4,Q628099,Faridah Bulega,0,association football coach,True
Q62697266,Vanessa Erogbogbo,4,Q81096,Vanessa Erogbogbo,0,engineer,True
Q63100313,Olive Kobusingye,4,Q774306,Olive Kobusingye,0,surgeon,True
Q63135990,Julian Adyeri Omalla,4,Q43845,Julian Adyeri Omalla,0,businessperson,True
Q63966899,Grace Mumbi Ngugi,4,Q16533,Grace Mumbi Ngugi,0,judge,False
Q6398590,Kezia of Tooro,4,Q5784340,Kezia of Tooro,0,consort,True
Q64009522,Vanita Kayiwa,4,Q2095549,Vanita Kayiwa,0,aircraft pilot,True
Q64009526,Tina Drazu,4,Q2095549,Tina Drazu,0,aircraft pilot,True
Q64210812,Flavia Namakula,4,Q47064,Flavia Namakula,0,military personnel,True
Q65486221,Sarah Arapta,4,Q2961975,Sarah Arapta,0,business executive,True
Q65494256,Eva Magala,4,Q43845,Eva Magala,0,businessperson,True
Q67080169,Mukisa Robina Hope,4,Q82955,Robina Hope Mukisa,0,politician,True
Q71976585,Brenda Katwesigye,4,Q131524,Brenda Katwesigye,0,entrepreneur,True
Q74192306,Goretti Nassanga,4,Q1930187,Goretti Nassanga,0,journalist,True
Q76778764,Diana Nabatanzi,4,Q33999,Diana Nabatanzi,0,actor,True
Q84335046,Fazila Ikwaput,4,Q937857,Fazila Ikwaput,0,association football player,True
Q85020286,Maria G. N. Musoke,4,Q1265807,Maria Musoke,0,information scientist,True
Q85250508,Faith Kakembo,4,Q177220,Faith Kakembo,0,singer,True
Q86212210,Doreen Nyanjura,4,Q82955,Doreen Nyanjura,0,politician,True
Q88720647,Angella Musiimenta,4,Q901,Angela Musiimenta,0,scientist,True
Q89276979,Jane Frances Abodo,4,Q16533,Jane Frances Abodo,0,judge,True
Q90139168,Naomi Kayondo,4,Q12299841,Naome Bagenda,0,cricketer,True
Q90914975,Safia Juuko Nalule,4,Q82955,Safia Juuko Nalule,0,politician,True
Q90920801,Rosemary Nauwat,4,Q82955,Rosemary Nauwat,0,politician,True
Q90923330,Bigirwa Norah Nyendwoha,4,Q82955,Norah Bigirwa-Nyendwoha,0,politician,True
Q90927411,Baguma Spellanza Muhenda,4,Q82955,Spellanza Baguma Muhenda,0,politician,True
Q90929827,Osoru Mourine,4,Q82955,Mourine Osoru,0,politician,True
Q95746953,Wekomba Sarah Nambozo,4,Q82955,Sarah Nambozo Wekomba,0,politician,True
Q95918194,Janet Grace Akech Okori-Moe,4,Q37226,Janet Grace Akech Okori-Moe,0,teacher,True
Q96474815,Anne Nasimiyu Wasike,4,Q219477,Anne Nasimiyu Wasike,0,missionary,True
Q96622977,Emily Maractho,4,Q1930187,Emily Maractho,0,journalist,True
Q96651595,Josephine Nabukenya,4,Q8359428,Josephine Nabukenya,0,social activist,True
Q96742223,Jacqueline Asiimwe,4,,Jacqueline Asiimwe,0,,True
Q96787826,Barbara Saben,4,Q82955,Barbara Saben,0,politician,True
Q97744430,Natasha Shirazi,4,Q937857,Natasha Shirazi,0,association football player,True
Q105761146,Bebona Josephine Babungi,3,Q82955,Babungi Josephine Bebona,0,politician,True
Q105839727,Nyakato Asinansi,3,Q82955,Asinansi Nyakato,0,politician,True
Q105883328,Sauda Kauma,3,Q82955,Sauda Kauma,0,politician,True
Q105942699,Flavia Nabagabe Kalule,3,Q82955,Flavia Nabagabe Kalule,0,politician,True
Q105955350,Auma Kenny,3,Q82955,Kenny Auma,0,politician,True
Q105956689,Juliet Kakande Nakabuye,3,Q82955,Juliet Kakande Nakabuye,0,politician,True
Q105956858,Asiimwe Florence Akiiki,3,Q82955,Florence Akiiki Asiimwe,0,politician,True
Q105958498,Medius Kaharata Natukunda,3,Q82955,Medius Kaharata Natukunda,0,politician,True
Q105962427,Mukhaye Miriam,3,Q82955,Miriam Mukhaye,0,politician,True
Q105963103,Nakazibwe Hope Grania,3,Q82955,Hope Nakazibwe Grania,0,politician,True
Q105966714,Margret Okunga Makoha,3,Q82955,Margret Okunga Makoha,0,politician,True
Q106095789,Harriet Businge,3,Q37226,Harriet Businge,0,teacher,True
Q106315112,Violet A. Akurut,3,Q82955,Violet A. Akurut,0,politician,True
Q106424937,Sylvia Cheptoris,3,Q40348,Sylvia Cheptoris,0,lawyer,False
Q106452769,Birungi Carolyn Nanyondo,3,Q82955,Nanyondo Birungi Carolyn,0,politician,True
Q106452785,Stella Kizza,3,Q82955,Stella Kizza,0,politician,True
Q106611197,Florence Tumuhairwe,3,Q188094,Tumuheirwe Florence,0,economist,True
Q106611291,Cathy Patra,3,Q4610556,Cathy Patra,0,model,True
Q106612689,Irene Linda Mugisha,3,Q82955,Irene Linda Mugisha,0,politician,True
Q107289275,Robina Ssentongo,3,Q82955,Robina Sentongo,0,politician,True
Q107453272,Betty Mpeka,3,Q39631,Betty Mpeka,0,physician,True
Q107711205,Aminah Zawedde,3,Q82594,Aminah Zawedde,0,computer scientist,True
Q107717839,Catherine Nanziri,3,Q11338576,Catherine Nanziri,0,boxer,True
Q108083083,Elizabeth Kyazike,3,Q1650915,Elizabeth Kyazike,0,researcher,True
Q108314425,Grace Muliisa,3,Q2961975,Grace Muliisa,0,business executive,False
Q108572466,Mildred Tuhaise,3,Q1930187,Mildred Tuhaise,0,journalist,True
Q108823716,Victoria Katamba,3,Q16533,Victoria Katamba,0,judge,False
Q109529927,Suzan Mweheire Kitariko,3,Q2961975,Suzan Mweheire Kitariko,0,business executive,False
Q110538780,Sylvia Jagwe Owachi,3,,Sylvia Jagwe Owachi,0,,True
Q110877810,Veronica Sentongo,3,Q81096,Veronica Sentongo,0,engineer,False
Q110884991,Evelyn Namara,3,Q131524,Evelyn Namara,0,entrepreneur,True
Q110915789,Sarah Kagingo,3,Q82955,Sarah Kagingo,0,politician,True
Q110923779,Elizabeth Nalugemwa,3,Q36180,Elizabeth Nalugemwa,0,writer,True
Q110971863,Yudaya Nakayenze,3,Q937857,Yudaya Nakayenze,0,association football player,True
Q110980021,Shadia Nankya,3,Q937857,Shadia Nankya,0,association football player,True
Q110982510,Viola Namuddu,3,Q937857,Viola Namuddu,0,association football player,True
Q110999044,Judy Rugasira Kyanda,3,Q5086869,Judy Rugasira Kyanda,0,Chartered surveyors in the United Kingdom,True
Q111023612,Asha Sonko,3,Q202648,Asha Sonko,0,referee,True
Q111082010,Babiiha Jane Alisemera,3,Q82955,Babiiha Jane Alisemera,0,politician,True
Q111089868,Acen Rhoda,3,Q82955,Acen Rhoda,0,politician,True
Q111091947,Margaret Angufiru,3,Q82955,Angufiru Margaret,0,politician,True
Q111178116,Kyokuhairwa Kyaka Viccy,3,Q82955,Kyokuhairwa Kyaka Vicky,0,politician,True
Q111292264,Ruth Tuma,3,Q37226,Ruth Tuma,0,teacher,True
Q111293047,Jacqueline Kyatuheire,3,Q82955,Jacqueline Kyatuheire,0,politician,True
Q111300462,Grace Aluka,3,Q937857,,0,association football player,True
Q111304092,Christine Nambirige,3,Q937857,Christine Nambirige,0,association football player,True
Q111322940,Kaboyo Alice,3,Q82955,Alice Kaboyo,0,politician,True
Q111335873,Nvumetta Ruth Kavuma,3,Q37226,Nvumetta Ruth Kavuma,0,teacher,True
Q111349310,Joyce Kwebiha,3,Q82955,Kwebiha Joyce,0,politician,True
Q111372379,Namaganda Susan,3,Q82955,Namaganda Susan,0,politician,True
Q111383137,Grace Isingoma Byarugaba,3,Q82955,Byarugaba Grace Isingoma,0,politician,True
Q111383455,Florence Kintu,3,Q82955,Kintu Florence,0,politician,True
Q111418019,Auru Anne,3,Q82955,Auru Anne,0,politician,True
Q111422299,Acayo Christine Cwinya,3,Q82955,Acayo Christine Cwinya,0,politician,True
Q111441060,Nabulya Theopista Sssentongo,3,Q82955,Nabulya Theopista Ssentongo,0,politician,True
Q111462677,Joy Ruth Acheng,3,Q82955,Joy Ruth Acheng,0,politician,True
Q111482350,Justina Geraldine Najjuka,3,Q191808,Justina Geraldine Najjuka,0,nun,True
Q111524978,Busingye Peninah Kabingani,3,Q82955,Busingye Peninah Kabingani,0,politician,True
Q111530450,Winnie Nwagi,3,Q639669,Winnie Nwagi,0,musician,True
Q111540606,Winifred Kiryabwire,3,Q40348,Winifred Kiryabwire,0,lawyer,True
Q111700178,Juliet Sekabunga,3,Q9385011,Juliet Sekabunga Nalwanga,0,neurosurgeon,True
Q111729377,Immaculate Akello,3,Q40348,,0,lawyer,True
Q111948377,Nana Mwafrika Mbarikiwa,3,Q1476215,Nalongo Nana Mwafrika,0,human rights defender,False
Q112317778,Janat Chemusto,3,Q11513337,Janat Chemusto,0,athletics competitor,True
Q113549921,Flavia Senkubuge,3,Q39631,Flavia Senkubuge,0,physician,False
Q115941035,Bathsheba Okwenje,3,Q33231,Bathsheba Okwenje,0,photographer,True
Q116603765,Aguti Sarah,3,Q82955,Sarah Aguti Nyangkori,0,politician,True
Q116911283,Annet Chemengich Chelangat,3,Q11513337,,0,athletics competitor,False
Q118365777,Sandra Aceng,3,Q267936,Sandra Aceng,0,executive director,True
Q118578877,Sarah Bireete,3,Q40348,Sarah Bireete,0,lawyer,True
Q119546666,Jannon Otto,3,Q3665646,Jannon Otto,0,basketball player,True
Q122023112,Irene Eyaru,3,Q231200,Irene Eyaru,0,netball,True
Q123506765,Jovia Mutesi,3,Q116,Jovia Mutesi,0,monarch,True
Q123584790,Ruth Kalibbala Bwanika,3,Q33999,Ruth Kalibbala Bwanika,0,actor,True
Q124616075,Hope Akello,3,Q3665646,Hope Akello,0,basketball player,True
Q124666178,Culton Scovia Nakamya,3,Q1930187,Culton Scovia Nakamya,0,journalist,True
Q124988135,Hannah Karema Tumukunde,3,Q4610556,Hannah Karema Tumukunde,0,model,True
Q125280005,Ajok Lucy,3,Q82955,Ajok Lucy,0,politician,True
Q125338138,Akumu Catherine Mavenjina,3,Q40348,Akumu Catherine Mavenjina,0,lawyer,True
Q125361348,Lillian Bagala,3,,Lillian Bagala,0,,True
Q125423041,Josephine Kakooza,3,Q36834,Josephine Kakooza,0,composer,True
Q125750504,Ekwau Ibi Florence,3,Q82955,Ekwau Ibi Florence,0,politician,True
Q125750514,Grace Namara,3,Q82955,Grace Namara,0,politician,True
Q127693492,Pamela Enyonu,3,Q483501,Pamela Enyonu,0,artist,True
Q130353325,Shakirah Nankwanga,3,Q349,Shakirah Nankwanga,0,sport,True
Q130610924,Hadija Nalongo,3,Q937857,Nalongo Hadijah,0,association football player,True
Q130612943,Anitah Namata,3,Q937857,Anitah Namata,0,association football player,True
Q130613918,Zaina Namuleme,3,Q937857,Zaina Namuleme,0,association football player,True
Q131105408,Olivia Mary Nantongo,3,Q483501,Olivia Mary Nantongo,0,artist,True
Q131148024,Namugerwa Gloria,3,Q937857,Namugerwa Gloria,0,association football player,True
Q131267963,Fatumah Asha,3,Q3501317,Fatumah Asha,0,fashion designer,True
Q131277807,Sasha Ferguson,3,Q131524,Sasha Ferguson,0,entrepreneur,True
Q131301500,Anny Katabaazi Bwengye,3,Q21281706,Anny Katabaazi Bwengye,0,academic administrator,True
Q131313247,Nayiga Patricia,3,Q937857,Nayiga Patricia,0,association football player,True
Q131401843,Doreck Ankunda,3,Q33999,Doreck Ankunda,0,actor,True
Q131414564,Asha Noppeney,3,Q36180,Asha Noppeney,0,writer,True
Q131438489,Zafaran,3,Q639669,Zafaran (musician),0,musician,True
Q133780083,Carol Nakimera,3,,Carol Nakimera,0,,True
Q133816901,Sarah Wasagali Kanaabi,3,Q188094,Sarah Wasagali Kanaabi,0,economist,True
Q133820056,Lydia Mungherera,3,Q4618975,Lydia Mungherera,0,Doctor,True
Q133824254,Madina Amin,3,Q203184,Madina Amin,0,First Lady,True
Q133934861,Jackline Kemigisa,3,Q1930187,Jackline Kemigisa,0,journalist,True
Q134042986,Eunice Lubega Posnansky,3,Q182436,Eunice Lubega Posnansky,0,librarian,True
Q134289420,Carol Alyek Beyanga,3,,Carol Alyek Beyanga,0,,True
Q136186195,Perry Aritua,3,Q40348,Perry Aritua,0,lawyer,True
Q136408864,Shakirah Nyinagahirwa,3,Q937857,Shakirah Nyinagahirwa,0,association football player,True
Q136663956,Nancy Chepkwurui,3,Q11513337,Nancy Chepkwurui,0,athletics competitor,True
Q137972068,Rose Nalubowa,3,Q82955,Rose Nalubowa,0,politician,True
Q137972159,Patricia Magara,3,Q40348,Patricia Magara,0,lawyer,True
Q137972245,Harriet Nakwedde,3,Q37226,Harriet Nakwedde,0,teacher,True
Q137988497,Nakku Fiona,3,Q82955,Fiona Nakku,0,politician,True
Q137988549,Nassolo Eugenia,3,Q82955,Eugenia Nassolo,0,politician,True
Q137988585,Charity Lenia,3,Q82955,Charity Lenia,0,politician,True
Q137988668,Namatovu Mastula,3,Q82955,Mastula Namatovu,0,politician,True
Q137993772,Pamela Annet Kirungi,3,Q82955,Pamela Annet Kirungi,0,politician,True
Q137995601,Ibaseret Josephine,3,Q82955,Josephine Ibaseret,0,politician,True
Q138005806,Nyasio Mudimi,3,Q82955,Nyasio Mudimi,0,politician,True
Q138024590,Nameere Justine,3,Q40348,Justine Nameere,0,lawyer,True
Q138115966,Darlyne Komukama,3,Q33231,Darlyne Komukama,0,photographer,True
Q138789767,Sarah Mukasa,3,Q15253558,Sarah Mukasa,0,activist,True
Q139501379,Salaamu Musumba,3,Q40348,Salaamu Musumba,0,lawyer,True
Q16147044,Stella Arach-Amoko,3,Q16533,Stella Arach-Amoko,0,judge,True
Q16193765,Halima Namakula,3,Q131524,Halima Namakula,0,entrepreneur,True
Q18637519,Leslie 'Lee' Kasumba,3,Q753110,Leslie 'Lee' Kasumba,0,songwriter,True
Q18684119,Angella Katatumba,3,Q177220,Angella Katatumba,0,singer,True
Q18763759,Sera,3,Q177220,,0,singer,True
Q18764146,Jackie Chandiru,3,Q177220,Jackie Chandiru,0,singer,True
Q19592377,Mary Lewis,3,Q33999,Mary Lewis (Canadian actress),0,actor,True
Q19664280,Sophie Gombya,3,Q177220,Sophie Gombya,0,singer,True
Q19664732,Phina Mugerwa,3,Q177220,Phina Mugerwa,0,singer,True
Q22935610,Jane Mulemwa,3,Q593644,Jane Mulemwa,0,chemist,True
Q24004852,Sandy Soul,3,Q753110,Sandra Nankoma,0,songwriter,True
Q24039853,Anne Atai Omoruto,3,Q39631,Anne Atai Omoruto,0,physician,True
Q28151726,Olive Byamukama,3,Q18574233,Olive Byamukama,0,darts player,True
Q28478797,Christine Namaganda,3,Q10873124,Christine Namaganda,0,chess player,True
Q30347337,Proscovia Nalweyiso,3,Q47064,Proscovia Nalweyiso,0,military personnel,True
Q30945317,Rosemary Tumusiime,3,Q82955,Rosemary Tumusiime,0,politician,True
Q32541189,Jackie Akello,3,Q131524,Jackie Akello,0,entrepreneur,True
Q39311739,Faith Mwondha,3,Q16533,Faith Mwondha,0,judge,True
Q42955948,Elizabeth Mpagi Bahigeine,3,Q16533,Elizabeth Mpagi Bahigeine,0,judge,True
Q43195171,Harriet Magala,3,Q40348,Harriet Magala,0,lawyer,False
Q45322031,Hellen Obura,3,Q16533,Hellen Obura,0,judge,True
Q47007281,Angelina Kakooza Mwesige,3,Q913404,Angelina Kakooza Mwesige,0,Doctor of Medicine,True
Q47490045,Gathoni Wamuchomba,3,Q82955,Gathoni Wa Muchomba,0,politician,False
Q47490066,Faith Wairimu Gitau,3,Q82955,Faith Gitau,0,politician,False
Q47494309,Martha Wangari Wanjira,3,Q82955,Martha Wangari Wanjira,0,politician,False
Q48119456,Percy Tuhaise,3,Q16533,Percy Tuhaise,0,judge,True
Q51558144,Elizabeth Kabanda,3,Q16533,Elizabeth Kabanda,0,judge,True
Q52322109,Jane Kasumba,3,Q1930187,Jane Kasumba,0,journalist,True
Q5401242,Esther Mayambala Kisaakye,3,Q16533,Esther Mayambala Kisaakye,0,judge,True
Q54224492,Esther Kalenzi,3,Q12336252,Esther Kalenzi,0,social entrepreneur,True
Q54228209,Amanda Tumusiime,3,Q1622272,Amanda Tumusiime,0,university teacher,True
Q55693715,Manuela P. Mulondo,3,Q36180,Manuela P. Mulondo,0,writer,True
Q55956368,Flavia Anglin Senoga,3,Q16533,Flavia Anglin Senoga,0,judge,True
Q56043246,Sophie Alal,3,Q36180,Sophie Alal,0,writer,True
Q56249790,Pauline Byakika,3,Q39631,Pauline Byakika,0,physician,True
Q57825011,Winnie Matsiko,3,Q82955,Masiko Winifred Komuhangi,0,politician,True
Q57825394,Hanifa Kawooya,3,Q82955,Hanifa Kawooya,0,politician,True
Q57828964,Achiro Lucy Otim,3,Q82955,Lucy Achiro Otim,0,politician,True
Q57896169,Isabella Epiu,3,Q28837,Isabella Epiu,0,anesthesiologist,True
Q58641627,Anne Abeja Muhwezi,3,Q40348,Anne Abeja Muhwezi,0,lawyer,False
Q59308948,Beatrice Ayuru Byaruhanga,3,Q131524,Beatrice Ayuru Byaruhanga,0,entrepreneur,True
Q60439524,Camilla Barungi,3,Q4610556,Camilla Barungi,0,model,True
Q6136290,Susan Muwonge,3,Q37226,Susan Muwonge,0,teacher,True
Q61584859,Patience Tumusiime Rubagumya,3,Q40348,Patience Tumusiime Rubagumya,0,lawyer,True
Q61662345,Flavia Byekwaso,3,Q47064,Flavia Byekwaso,0,military personnel,True
Q62034806,Christine Alalo,3,Q361593,Christine Alalo,0,police officer,True
Q62067701,Pamela Nasiyo Kamugo,3,Q82955,Pamela Nasiyo Kamugo,0,politician,True
Q62068243,Elizabeth Beikiriize Karungi,3,Q40348,Elizabeth Beikiriize Karungi,0,lawyer,True
