qitem,label,latitude,longitude,sitelink_count
Q49464607,Pakwach Town,2.46724,31.4832,1
Q49464608,Palabek Gem,3.37,32.63997,1
Q49464609,Palabek-Kal Sub-County,3.55724,32.55252,1
Q49464611,Palaro,3.13332,32.36006,1
Q49464616,Paloga Sub-County,3.57458,32.94037,1
Q49464633,Panyango,2.5345,31.42605,1
Q49464635,Panyimur,2.32224,31.33349,3
Q49464654,Pawach Parish,2.38883,31.4209,1
Q49465108,Rhino Camp,2.97295,31.28571,1
Q49465181,Rubaya,-0.45557,30.6753,1
Q49465185,Rugando,-0.66176,30.48838,1
Q49465186,Rugyeyo Sub-County,-0.8876,29.8349,1
Q49465187,Ruhaama Sub-County,-1.0,30.389,1
Q49465188,Rukiri Sub-County,-0.23,30.4296,2
Q49465189,Rumogi Sub-County,3.5,31.4124,1
Q49465191,Rupa,2.7325,34.61311,1
Q49465194,Rwemikoma Sub-County,0.026,30.868,1
Q49466007,Sanga,-0.60779,30.90806,1
Q49466370,Tapac,2.42382,34.84245,1
Q49466684,Wadelai,2.6406,31.35469,1
Q49466691,Wanale Sub-county,1.05394,34.24026,1
Q49509094,Kabalega Falls National Park,2.16,31.759166666,1
Q495475,Murchison Falls,2.278333333,31.685555555,35
Q49598908,Narongole Plain,2.1,34.566666666,1
Q49627751,Isimba Hydropower Project,0.825,33.03,1
Q49631410,Agirigiryoi Island,1.516666666,34.216666666,2
Q49631506,Akika Island,-0.05,30.166666666,2
Q49631708,Amusiata Island,1.516666666,34.2,2
Q49631835,Anyi Island,3.507777777,31.7225,2
Q49632196,Baga Island,-0.083333333,33.366666666,2
Q49632203,Bagwe Island,0.366666666,31.916666666,2
Q49632316,Banda Island,-0.256,32.399,2
Q49634004,Bu Island,0.001111111,32.938611111,2
Q49634012,Bubeke Island,-0.325,32.591666666,2
Q49634053,Bufumira Island,-0.35,32.39,2
Q49634060,Bugaba Island,-0.378611111,32.346944444,2
Q49634062,Bugana Island,1.183333333,33.816666666,2
Q49634074,Bulga Island,0.001111111,32.179444444,2
Q49634075,Buiga Island,0.091666666,32.330833333,2
Q49634076,Bukasa Island,-0.433333333,32.5,2
Q49634105,Bukone Island,-0.233333333,32.333333333,2
Q49634111,Bukwaya Island,0.165277777,33.158333333,2
Q49634112,Bulago Island,-0.064166666,32.583611111,2
Q49634115,Bulinguge Island,0.223888888,32.630555555,2
Q49634144,Bunjako Island,0.002777777,32.134444444,2
Q49634146,Bunjazi Island,-0.35,32.53,2
Q49634151,Bunyama Island,-0.392222222,32.306666666,2
Q49634235,Bussi Island,0.049166666,32.326666666,2
Q49634240,Busungwe Island,-0.95,31.783333333,2
Q49634268,Buturume Island,-0.57,32.23,2
Q49634272,Buvu Island,-0.182,32.275,2
Q49634279,Buyange Island,-0.358,32.571,2
Q49634280,Buyovu Island,-0.36,32.46,2
Q49634283,Buziranjovu Island,0.281111111,32.728055555,2
Q49634285,Buziri Island,0.144722222,33.168333333,2
Q49634345,Bwema Island,0.098888888,33.098055555,2
Q49634347,Bwigi Island,-0.483333333,32.333333333,2
Q49636176,Dagusi Island,0.135555555,33.575,2
Q49636648,Dinzira Island,-0.466666666,32.383333333,2
Q49637143,Duweru Island,-0.333333333,33.066666666,2
Q49637146,Dwanga Mukulu Island,-0.083333333,32.816666666,2
Q49637147,Dwanga Muto Island,-0.05,32.816666666,2
Q49637149,Dwasendwe Island,-0.05,32.816666666,2
Q49637151,Dyabalume Island,0.097222222,32.861944444,2
Q49638622,Funve Island,-0.478611111,32.285833333,2
Q49641911,Ikunyu Island,0.356944444,33.355833333,2
Q49642545,Iramba Island,-0.116666666,33.216666666,2
Q49642546,Irangara Island,0.05,30.133333333,2
Q49642574,Isamba Island,-0.133333333,33.216666666,2
Q49644155,Izinga Island,0.079444444,33.268611111,2
Q49644157,Izinga Island,-0.166666666,29.866666666,2
Q49644276,Jana Island,-0.227,32.574,2
Q49644901,Kabaganja Island,0.323333333,33.457777777,2
Q49644905,Kabale Island,-0.266666666,32.433333333,2
Q49644909,Kabazimu Island,-0.166666666,29.866666666,2
Q49644987,Kagulumu Island,0.9,32.15,2
Q49645008,Kaina Island,-0.15,33.9,2
Q49645020,Kaivali Island,0.401388888,33.276388888,2
Q49645068,Kalambide Island,-0.466666666,32.316666666,2
Q49645252,Kamuge Island,1.533333333,34.216666666,2
Q49645254,Kamukulu Island,-0.49,32.495,2
Q49645255,Kamutenga Island,-0.042,32.231,2
Q49645319,Kankuranga Island,0.0,30.15,2
Q49645489,Kaserwa Island,-0.593,32.277,2
Q49645537,Katanga Island,-0.592,32.206,2
Q49645606,Kaweri Island,1.635,33.241944444,2
Q49645628,Kayanja Island,-0.218888888,32.344444444,2
Q49645636,Kaza Island,0.109444444,33.601111111,2
Q49645782,Kerenge Island,0.063611111,33.005833333,2
Q49645851,Kibibi Island,0.0975,33.037777777,2
Q49645853,Kibibi North Island,-0.228,32.302,2
Q49645854,Kibibi South Island,-0.383333333,32.2,2
Q49645970,Kimi Island,-0.083333333,32.65,2
Q49646029,Kinoni Island,-0.683333333,31.3,2
Q49646041,Kiraza Island,0.35,31.933333333,2
Q49646048,Kiregi Island,0.101666666,33.474444444,2
Q49646072,Kirugu Island,-0.645,32.308,2
Q49646087,Kisima Island,-0.033333333,32.633333333,2
Q49646106,Kisozi Island,-0.683333333,31.266666666,2
Q49646123,Kitako Island,-0.15,29.9,2
Q49646140,Kitobo Island,-0.257,32.439,2
Q49646155,Kiwa Island,0.047777777,33.042777777,2
Q49648508,Komogwe Island,-0.2,33.9,2
Q49649367,Kuiye Island,-0.632,32.356,2
Q49650268,Lambu Island,-0.316666666,32.033333333,2
Q49651020,Lebu Island,-0.25,33.083333333,2
Q49651778,Limaiba Island,-0.323,32.48,2
Q49651953,Linga Island,-0.588,32.195,2
Q49651961,Lingira Island,0.318333333,33.346111111,3
Q49653998,Lolui Island,-0.096944444,33.693055555,2
Q49655197,Lufu Island,0.206111111,33.416388888,2
Q49655210,Lujabwa Island,-0.692,32.183,2
Q49655215,Lukalu Island,0.045277777,33.007222222,2
Q49655220,Luke Island,-0.181,32.304,2
Q49655226,Lukiusa Island,-0.711,32.317,2
Q49655234,Lula Island,-0.666,32.321,2
Q49655240,Lulamba Island,-0.197,32.323,2
Q49655313,Lumva Island,-0.233333333,32.216666666,2
Q49655352,Lunfuwa Island,-0.116666666,32.7,2
Q49655377,Luntwa Island,-0.283333333,32.066666666,2
Q49655407,Luserera Island,-0.45,32.466666666,2
Q49655424,Luvangu Island,0.176111111,33.699444444,2
Q49655429,Luvia Island,0.046111111,33.474722222,2
Q49655434,Luwungulu Island,-0.416666666,32.166666666,2
Q49655435,Lwabalega Island,-0.5,32.2,2
Q49655439,Lwabana Island,-0.316666666,32.05,2
Q49655446,Lwaji Island,0.01,32.92,2
Q49655449,Lwantete Island,-0.25,32.466666666,2
Q49655456,Lyabana Island,-0.2,33.166666666,2
Q49656177,Makalugi Island,0.072222222,33.472777777,2
Q49656266,Makusu Island,0.151388888,32.634166666,1
Q49656982,Marija Island,0.07,33.0875,2
Q49657365,Masiwa Island,-0.033333333,33.616666666,2
Q49657646,Maungwe Island,-0.016666666,32.866666666,2
Q49657667,Mavi Island,0.171944444,33.3275,2
Q49657674,Mawe Island,-0.55,32.25,2
Q49657708,Mayinja Island,0.141666666,32.605555555,2
Q49657836,Mbirubuziba Island,0.033055555,32.588333333,2
Q49657837,Mbive Island,-0.6,32.25,2
Q49657865,Mbulamwalo Island,-0.1,33.233333333,2
Q49659072,Mkovu Island,-0.533333333,32.283333333,2
Q49660406,Mpande Island,-0.066666666,33.15,2
Q49660413,Mpata Island,0.1225,33.139722222,2
Q49660417,Mpuga Island,0.211388888,33.186666666,2
Q49660422,Mpugwe Island,-0.39,32.42,2
Q49660630,Mukalanga Island,-0.483333333,32.233333333,2
Q49660739,Munene Island,-0.15,33.75,2
Q49660877,Musene Island,0.118333333,33.500277777,2
Q49661012,Mwama Island,-0.05,33.15,2
Q49661021,Mwana Island,-0.734,32.268,2
Q49661029,Mweza Island,-0.366666666,32.066666666,2
Q49661468,Nainaivi Island,0.050277777,33.6075,2
Q49661618,Namalusu Island,0.270833333,32.656944444,2
Q49661619,Namama Island,-0.266666666,32.066666666,2
Q49661624,Namaranda Island,1.316666666,33.45,2
Q49661635,Namasajeri Island,1.316666666,33.366666666,2
Q49661638,Nambewa Island,0.098055555,33.889166666,2
Q49661642,Nambuga Island,0.145277777,33.531944444,2
Q49661655,Namite Island,0.083333333,33.491666666,2
Q49661660,Namubega Island,-0.316666666,32.133333333,2
Q49661664,Namuremuka Island,1.495277777,33.077222222,2
Q49662622,Nfo Island,0.001666666,32.434166666,2
Q49662630,Ngabo Island,-0.533333333,32.283333333,2
Q49662670,Ngamba Island,-0.1,32.65,2
Q49663346,Nkata Island,-0.05,33.183333333,2
Q49663349,Nkese Island,-0.324,32.722,2
Q49663359,Nkose Island,-0.727,32.302,2
Q49663360,Nkusa Island,-0.45,32.35,2
Q49663361,Nkusa Island,0.026666666,32.763611111,2
Q49663363,Nkusa Island,0.016666666,32.35,2
Q49664412,Nsadzi Island,-0.083333333,32.6,2
Q49664416,Nsenyi Island,0.174444444,32.582777777,2
Q49664420,Nsimba Island,-0.033333333,33.183333333,2
Q49664426,Nsinga Island,-0.05,33.25,2
Q49664430,Nsirwe Island,-0.25,32.5,2
Q49664433,Nsonga Island,-0.016666666,32.35,2
Q49664438,Ntimba Island,1.4,32.75,2
Q49664967,Nvuza Island,0.140555555,33.342777777,2
Q49665022,Nyenda Island,0.196666666,33.171388888,2
Q49665049,Nziribanje Island,0.071666666,32.643333333,2
Q49665631,Okiji Island,1.628333333,33.157777777,2
Q49674061,Ramafuta Island,0.354444444,33.260555555,2
Q49676722,Sagitu Island,-0.001944444,33.667777777,2
Q49677086,Sali Island,-0.083,32.192,2
Q49677327,Samoka Island,0.433888888,33.256111111,2
Q49741881,Amar,3.358333333,31.927777777,1
Q49743486,Lopederu,2.35721,34.59329,1
Q4982294,Bubembe Island,-0.45,32.34,5
Q4984009,Budadiri,1.17,34.335,3
Q4984755,Buddo hill,0.25611111,32.48611111,2
Q4985181,Bududa,1.01,34.33166667,5
Q4986092,Bugabula,1.083333333,33.133333333,1
Q4986096,Bugaia Island,0.033333333,33.25,4
Q4986119,Bugala Power Station,-0.31,32.215,1
Q4986126,Bugamba,-0.733333,30.5167,3
Q4986155,Bugema University,0.56957898,32.641820361,7
Q4986157,Bugembe,0.4675,33.24166667,8
Q4986200,Bugisu sub-region,1.2,34.4,3
Q4986229,Bugoloobi,0.31,32.625,1
Q4986232,Bugoye Power Station,0.3053638,30.0978997,2
Q4986333,Buhweju,-0.35,30.3,3
Q4986374,Buikwe,0.34416667,33.03,10
Q4986717,Bujagali Hydroelectric Power Station,0.4975,33.14,7
Q4986802,Bukakata,-0.29514,31.95719,4
Q4986830,Bukedea,1.3475,34.04444444,10
Q4986998,Bukomansimbi,-0.165,31.65,8
Q4987003,Bukoto,0.35305556,32.6,2
Q4987159,Bukwa,1.3,34.75,6
Q4987203,Bulambuli,1.37,34.15,3
Q4987220,Bulange,0.30972222,32.55833333,5
Q4996412,Buliisa,2.175,31.4,8
Q4996443,Bulindo,0.425,32.64583333,3
Q4996445,Bulingugwe Island,0.22361111,32.63,1
Q4997413,Bunagana,-1.3,29.6,2
Q4997417,Bunamwaya Stadium,0.39611111,32.46944444,6
Q4997973,Bunyaruguru,-0.5,30.0,1
Q4997984,Bunyoro sub-region,0.55,30.75,1
Q500107,Fort Portal,0.656388888,30.279722222,32
Q500111,Arua,3.03,30.91,30
Q500115,Uganda Railway,-1.2983,36.8704,19
Q5001325,Busega,0.31,32.52,3
Q5001329,Busembatya,0.775,33.625,7
Q5001332,Kabalega Hydroelectric Power Station,1.5580668,31.1047384,3
Q500162,Kitgum District,3.5,33.0,22
Q5001975,Busitema,0.55188,34.02234,5
Q5001978,Busitema University,0.545,34.025,8
Q5002003,Busobya,0.808055555,33.209444444,2
Q5002004,Busoga College,0.498611,33.2633,1
Q5002005,Busoga sub-region,0.55,30.75,1
Q5002008,Busolwe,0.84916667,33.92694444,8
Q5002334,Butabika,0.32,32.6575,1
Q5002335,Butabika Hospital,0.315,32.656111,3
Q5002346,Butaleja,0.925,33.945,7
Q5002521,Butiaba,1.81,31.32611111,7
Q5003218,Buvuma Island,0.216667,33.2667,8
Q5003228,Buwenge,0.65,33.17111111,8
Q5003357,Buyende,1.18,33.15,6
Q5003660,Bwaise,0.35,32.56111111,2
Q5003662,Bwamiramira,0.7825,31.0375,4
Q5003681,Bweyogerere,0.36694444,32.66694444,4
Q5003685,Bwindi Community Hospital,-0.968611111,29.616944444,1
Q5003686,Bwindi Impenetrable Forest,-1.052,29.62,10
Q5003690,Bwizibwera,-0.592,30.629,3
Q500397,Bwindi Impenetrable National Park,-1.05,29.71666667,47
Q5013933,CRO FC,1.0775212,34.1789779,1
Q5014715,CURE Children's Hospital of Uganda,1.074722,34.171944,2
Q501709,Jinja,0.4353036,33.2055568,55
Q502341,North,9.320555555,13.395555555,44
Q5055032,Cavendish University Uganda,0.301112,32.593334,4
Q5059068,Centenary Bank Uganda,0.31444444,32.57805556,3
Q51079104,National Environment Management Authority of Uganda,0.314138888,32.59,1
Q511779,Mount Sabyinyo,-1.4,29.6,28
Q514030,Mbarara University of Science and Technology,-0.616832,30.656801,13
Q5158982,Islamic University in Uganda,1.09305556,34.17694444,14
Q51683036,Wabigalo–Nakasongola–Sasira Road,1.315,32.440555555,1
Q5204903,DFCU House,0.326668,32.582223,1
Q523823,Lendu,2.4882,30.8499,9
Q525954,Kisoro,-1.35,29.7,21
Q5270937,Diamond Trust Bank (Uganda) Limited,0.31305556,32.58361111,1
Q5288769,Dokolo,1.635,32.825,8
Q530084,Queen Elizabeth National Park,-0.137222222,30.041111111,33
Q5312410,Dufile,3.563888888,31.923611111,3
Q5338321,Ediofe Hills FC,3.0303,30.9073,1
Q534203,Kyankwanzi District,1.2,31.8,21
Q5357806,Electricity Regulatory Authority,0.322222,32.5869,3
Q5368395,Kyenjojo,0.61,30.644167,10
Q5380121,Entebbe-Kampala Highway,0.178,32.495,1
Q538636,Ankole,-0.613333,30.658333,26
Q5430506,Fairland University,0.44,33.3275,2
Q544320,Kitgum,3.288888888,32.877777777,15
Q5471796,Baker's Fort,3.015834,32.317625,3
Q5471866,Fort Portal Hospital,0.655,30.281944,1
Q5471875,Fort Portal Airport,0.7075,30.248888888,7
Q5505,Lake Victoria,-1.0,33.0,161
Q55074874,Restoration Gateway Hospital,2.22361111,32.2875,1
Q55075072,Mbarara Regional Cancer Centre,-0.6175,30.65472,1
Q55075074,Arua Regional Cancer Centre,3.018345,30.913889,1
Q55075075,Simba Cement Uganda Limited,0.73472222,34.18388889,3
Q5518596,Galilaya,1.37,32.815,3
Q5528731,Gayaza,0.449167,32.6117,3
Q5528732,Gayaza-Ziroobwe Road,0.58833333,32.65277778,1
Q5528733,Gayaza High School,0.457476093,32.610717595,4
Q55392271,City House Jinja,0.4225,33.20861111,1
Q55394577,Moroto Ateker Cement Company Limited,2.53222222,34.63666667,1
Q55528297,Acholi,3.8,32.55,1
Q55528389,Acwa Lolim Game Reserve,2.8075,31.480833333,1
Q55530611,Ajai Game Reserve,2.836111111,31.278055555,1
Q5555124,Ggaba,0.2625,32.62944444,4
Q55576870,Bugungu Hippopotamus and Elephant Sanctuary,1.949444444,31.5475,1
Q55577756,Bwizibwera,1.645555555,31.375833333,2
Q5558471,Victoria Basin forest-savanna mosaic,0.704284,32.090594,7
Q55603136,Achwa 1 Hydroelectric Power Station,3.1293355,32.5144224,3
Q55605431,Bihanga,0.07777778,30.60972222,2
Q55606095,Bugoloobi Wastewater Treatment Plant,0.318333333,32.6075,3
Q55613708,High Court of Uganda,0.315833,32.579444,2
Q55614362,Imvepi Refugee Settlement,3.2452,31.2841,1
Q55614506,Insurance Towers,0.31805556,32.57861111,1
Q55614546,International Specialized Hospital of Uganda,0.23,32.56833333,1
Q55614712,Itega,-0.61283333,30.25991667,2
Q55615747,Katosi Water Works,0.117222222,32.776944444,6
Q55615969,Kiba Hydroelectric Power Station,2.370555555,31.832777777,2
Q55615979,Kijabijo,0.51222222,32.36638889,1
Q55616054,Busoga United Football Club,0.4479,33.2026,3
Q55622580,Mbiriizi,-0.4,31.41666667,2
Q55624741,National Environment Management Authority of Uganda,0.31416667,32.59,2
Q55625253,Nile University of Uganda,3.06972222,30.9375,4
Q55627163,Nyumanzi Refugee Settlement,3.4686,31.9423,1
Q55627921,Oruchinga Refugee Settlement,-0.9273,30.7521,2
Q55628478,Palorinya Refugee Settlement,3.4774,31.6121,1
Q55634969,Terrewode Women’s Community Hospital,1.75916667,33.58694444,2
Q55636454,Uganda National Records Centre and Archives,0.33222222,32.57833333,2
Q55642404,Top Finance Bank Uganda Limited,0.32277778,32.59555556,1
Q557172,University of East Africa,-6.780556,39.203333,14
Q5580688,Goli,2.38666667,31.03,2
Q5581118,Gombe,0.2,32.1,6
Q5581120,Gombe,0.4975,32.47388889,3
Q55887086,Kampala–Gulu Highway,2.234444444,32.246111111,1
Q55887869,Thobani Centre,0.31277778,32.58583333,1
Q55888356,Uganda National Medical Stores,0.06361111,32.47027778,1
Q5594671,Grand Imperial Hotel,0.315,32.581111,2
Q5617904,Gulu-Nimule Road,3.3,32.11666667,1
Q5617907,Gulu Hospital,2.7785,32.298,2
Q5617911,Gulu United FC,2.7724,32.2881,2
Q5617915,Gulu Airport,2.8,32.275,13
Q5617918,Gulu University,2.79,32.31694444,10
Q56276041,Lwensinga,-0.39194444,31.45972222,1
Q56276212,Bishop Ceaser Asili Memorial Hospital,0.82555556,32.50111111,1
Q56276494,Buhimba–Nalweyo–Kakindu–Bulamagi Road,1.123333333,31.251666666,1
Q56276625,Bulamagi–Igayaza–Kakumiro Road,1.955277777,31.151388888,1
Q56276791,Tanzania–Uganda Natural Gas Pipeline,-1.003888888,31.43,1
Q56276995,"Bugongi, Kabale, Uganda",-1.24555556,29.98805556,2
Q56277090,"Bugongi, Sheema, Uganda",-0.63555556,30.25277778,2
Q56278464,Busitema Solar Power Station,0.547222222,34.023611111,1
Q56437663,Aruya,3.10907,32.25321,1
Q56437664,Aruya,3.12463,32.31774,1
Q56437665,Aruya,3.22355,33.03706,2
Q56437666,Aruya,3.14618,32.24225,1
Q56437931,Atai,3.70844,33.31407,2
Q56437937,Atanga,3.51093,32.52677,2
Q56437938,Atanga,3.01771,32.76732,2
Q56437939,Atangala,0.67465,33.9917,2
Q56437945,Atar,3.01666,33.14423,2
Q56437954,Atega,2.63188,32.31361,2
Q56437956,Atego,2.45169,32.4139,2
Q56437959,Atem,3.20071,33.11811,2
Q56437961,Ateng,3.54526,32.5974,1
Q56437962,Ateng Gwete,3.31065,32.77241,2
Q56437975,Atiba,3.59128,32.75214,2
Q56437977,Atii,3.05493,32.0911,2
Q56437981,Atika,3.06889,32.7969,2
Q56437983,Atiko,3.66854,32.68883,2
Q56437987,Atiri,0.7919,34.16623,2
Q56438016,Atotembele,2.85185,32.06692,2
Q56438039,Aturukuru,0.6807,34.12145,2
Q56438045,Atyamakilyok,3.47588,33.46071,2
Q56438056,Auc,3.24378,32.07719,2
Q56438058,Auchi,3.20684,32.09094,2
Q56438122,Auma,3.68028,33.4439,2
Q56438230,Auzore,3.40543,31.68787,2
Q56447440,Baria,2.70671,31.05064,2
Q56447445,Barinyanga,0.8988,33.94325,2
Q56447470,Barlela,2.36858,32.46536,2
Q56447717,Baryia,3.25296,32.20032,2
Q56451089,Bengam,3.47162,33.68697,2
Q56451119,Benji,0.41139,33.19178,2
Q56458559,Bizibinanaro,0.65366,30.29347,2
Q56460660,Bolo,3.12721,32.52309,2
Q56460902,Bongocine,3.34072,32.16507,2
Q56461584,Botwalibo,0.79539,30.02362,2
Q56475496,Burokango,2.3778,32.23345,2
Q56487891,Buwaga,0.12349,32.98129,2
Q56487905,Buzibwera,1.58991,31.44333,2
Q56487906,Buzibye,0.33376,33.00369,2
Q56487959,Bwiha,0.69602,30.42722,2
Q56488651,Cakdyel,3.45988,32.42136,2
Q56507791,Ceke,2.61067,31.90053,2
Q56507808,Celu,3.83501,33.00349,2
Q56508250,Chadiri,2.68821,31.04115,2
Q56508780,Chanva,2.71362,31.18376,2
Q56509023,Chepeso,0.83479,34.05326,2
Q56511711,Chobekipala,3.29778,32.37336,2
Q56511999,Chudi,2.72097,32.27155,2
Q56512033,Chumba,3.22318,32.21359,2
Q56512467,Cinkul,3.59112,32.75166,2
Q56515827,Coorom,2.629419444,32.029419444,3
Q56516203,Corbila,2.81691,32.07694,2
Q56527091,Cwaokol,3.14155,33.42229,2
Q56527094,Cwerecwere,3.29421,32.09257,2
Q56527639,Dad,0.54805,34.03961,2
Q56527659,Daga,2.80663,32.09622,2
Q56527755,Dakkwon,3.34168,32.62474,2
Q56534272,Dila,3.49021,33.69434,2
Q56534550,Dilo,3.56488,33.14071,2
Q56537888,Dolodondo,0.91614,33.94587,2
Q56544217,Dufile Animal Sanctuary,3.58085,31.97495,1
Q56544742,Dure,3.20576,32.91852,1
Q56544941,Dwalopuk,3.08254,33.38725,2
Q56545043,Dyelobutokene,3.53496,32.84231,2
Q56570246,Echele,3.42778,31.65669,2
Q56570319,Eciya,3.28429,31.84363,2
Q56590829,Elephant Nature Park,2.2866,31.5603,1
Q56590967,Elinyi,3.29521,31.76456,2
Q56605107,National Theatre,0.31579,32.58913,1
Q56605115,Nommo Gallery,0.32012,32.58005,1
Q5764840,Hima,0.28916667,30.17805556,7
Q580538,Kisoro District,-1.25,29.7,22
Q581379,Gulu City,2.766666666,32.305555555,48
Q581822,Mbale District,0.95,34.333333333,19
Q58452566,Kabelangole River,2.91046,34.66863,2
Q58452599,Kakore River,2.59056,34.87951,2
Q58452637,Kakwe River,2.59506,34.91238,2
Q58455746,Kalokodo River,2.67972,34.83086,2
Q58455798,Kaloponongole,3.776944444,34.420555555,2
Q58456130,Kanaro River,3.55,34.5,2
Q58482739,Kokolopit River,2.63419,34.82146,2
Q58483740,Loitan River,3.198055555,34.570833333,2
Q5858254,,0.45,29.916666666,4
Q586065,Entebbe International Airport,0.044722222,32.443055555,40
Q5877791,Hoima Hospital,1.42778,31.3544,1
Q5885659,Holy Innocents Children's Hospital,-0.623611,30.64,2
Q588927,Maracha District,3.166666666,31.1,13
Q588930,Kabale,-1.249828379,29.990021457,23
Q5904886,Hororo people,0.2667,31.6167,2
Q5911457,Hotel Equatoria,0.318333,32.573611,2
Q591283,Lake Mburo National Park,-0.6,30.95,23
Q59155490,Mahoma Hydroelectric Power Station,0.47861111,30.27305556,2
Q59290367,British High Commission Kampala,0.3366,32.5841,1
Q595684,Mountains of the Moon University,0.65861111,30.285,6
Q6006841,Imperial Resort Beach Hotel,0.046667,32.471111,2
Q6006852,Imperial Royale Hotel,0.318889,32.585556,2
Q60193442,Opuyo–Moroto High Voltage Power Line,1.6775,33.676944,1
Q604966,Kibaale District,0.983333333,31.083333333,19
Q6050884,International Health Sciences University,0.305,32.61,4
Q6050951,International Hospital Kampala,0.305,32.61,3
Q60524415,Battle of Masaka,-0.341111111,31.736111111,2
Q60524458,Battle of Tororo,-0.692778,34.181111,1
Q6054150,International University of East Africa,0.284,32.606,5
Q60741610,Yumbe General Hospital,3.465555555,31.243055555,2
Q60744887,Kigorobya,1.61805556,31.30888889,1
Q60745286,Biso,1.76111111,31.41833333,1
Q60745666,Lugonjo,0.06583333,32.45194444,3
Q60747298,New Karuma Bridge,2.243056,32.239444,3
Q60750176,Kadama,1.01666667,33.88027778,2
Q60753724,CoRSU Rehabilitation Hospital,0.13277778,32.53555556,2
Q60753937,Kagulu Hill,1.220833333,33.330555555,1
Q60755801,Kayabwe,-0.00055556,32.03944444,2
Q60755886,Buwama,0.06333333,32.10638889,2
Q60760544,Zana,0.26444444,32.55722222,2
Q60766910,Nabilatuk District,2.033333333,34.533333333,7
Q60767482,Pader Airfield,2.852222222,33.08,2
Q60769695,Kassanda District,0.533333333,31.75,9
Q60769698,Kapelebyong District,2.2,33.766666666,8
Q60769699,Kwania District,1.916666666,32.75,8
Q60769700,Kikuube District,1.216666666,31.133333333,10
Q60793003,Itanda Falls,0.5997,33.0576,4
Q6079935,Ishaka Adventist Hospital,-0.544445,30.137778,1
Q6081090,Isimba Power Station,0.771666666,33.042222222,5
Q6081116,Isingiro,-0.86805556,30.8175,7
Q60846288,Our Lady of Victory Abbey,-0.760721,31.556927,1
Q61014536,Nkonge Solar Power Station,0.620556,31.828611,1
Q6116471,Northern Acacia-Commiphora bushlands and thickets,-2.30623,38.441722,7
Q6116472,Southern Acacia-Commiphora bushlands and thickets,-3.25,34.333333333,8
Q61438585,Kigo,0.20694444,32.59388889,1
Q61438898,Nabbingo,0.29,32.47805556,1
Q61439268,Mbale Regional Cancer Centre,1.076388888,34.176666666,1
Q61439271,Gulu Regional Cancer Centre,2.777777777,32.298333333,1
Q61439289,Bunyamwera,0.59584,29.99841,5
Q61739910,Utsene Island,3.526666666,31.7775,2
Q618252,National Library of Uganda,0.3228,32.5747,8
Q6192180,Jie,2.8309,34.1532,4
Q61932776,Private Sector Foundation Uganda,0.32925,32.577085,1
Q61934134,Uganda Association of Women Lawyers,0.328152,32.623241,1
Q61934137,Uganda Media Women’s Association,0.368207,32.595934,3
Q62018668,South Musambwa Island,-0.783333333,31.783333333,2
Q62023488,Sanga Island,-0.066666666,32.8,1
Q62023919,Segamba Island,-0.016666666,32.916666666,2
Q62023922,Sege Island,0.068888888,33.101666666,2
Q62023933,Semuganja Omunene,-0.329,32.367,2
Q62023936,Semuganja Omutono,-0.312,32.359,2
Q62023941,Sentwe Island,0.044166666,32.973611111,2
Q62023944,Serinya Island,-0.25,32.36,2
Q62023952,Sindiro Island,0.159444444,33.136388888,2
Q62023956,Sowe Island,0.159444444,32.648888888,2
Q62023958,Tavu Island,-0.033333333,32.7,2
Q62023961,Wabitembe Island,0.033333333,31.816666666,2
Q62023965,Wabuziba Island,0.048611111,33.099722222,2
Q62023966,Waitwe Island,0.058611111,33.100833333,2
Q6202524,Jinja College,0.44525,33.2134,3
Q6202525,Jinja Hospital,0.431111,33.205,2
Q62030006,Sigulu Island,0.101666666,33.807222222,2
Q62030009,Simu Island,0.139722222,33.603611111,2
Q62030011,Siro Island,-0.133333333,33.866666666,2
Q62030015,Tisai Island,1.6,34.15,2
Q62030018,Visa Island,0.175555555,33.766111111,2
Q62030020,Vumba Island,0.020555555,33.641666666,2
Q62030022,Waiasi Island,-0.166666666,33.933333333,2
Q62030152,Sikanki Island,-0.066666666,30.216666666,2
Q62481250,Buganda Road Primary School,0.3227,32.5754,1
Q62589623,Gung,3.082777777,32.337222222,2
Q62589643,Laban,3.03037,32.47484,2
Q62589649,Lagada,3.10774,32.44381,2
Q62589711,Pajulu,3.13486,32.34847,2
Q62615965,Larido,3.12685,32.35375,2
Q6272214,Oyam,2.214068954,32.370323261,7
Q6272234,Namutumba,0.835,33.685,8
Q6272909,Kaabong,3.52,34.12,9
Q6272973,Manafwa,1.02194444,34.375,8
Q6273034,Kumi Town,1.49,33.935,9
Q63346719,Hoima–Kinyara–Kafu High Voltage Power Line,1.420555555,31.372777777,1
Q6343803,Kabalagala,0.29805556,32.60055556,2
Q6343813,Kabale Airport,-1.22333333,29.96,5
Q6343815,Kabale Hospital,0.655,30.281944,2
Q6343817,Kabale University,-1.27222222,29.98833333,6
Q6343826,Kabalega Falls Airport,2.32639,31.4978,5
Q6344551,Kabwoya Wildlife Reserve,1.405781612,30.969255784,3
Q6344553,Kabwohe,-0.58138889,30.38,6
Q6346322,Kagadi,0.94,30.8125,7
Q6346357,Kagando Hospital,0.064167,29.8975,1
Q6349017,Kajjansi,0.215,32.55,8
